epoch,batch_step,example_num,eval_split,MSE,SSIM,CUSTOM
1,558,558,training set,96.80772606527898,0.7000653942764075,360.9193115234375
1,558,558,holdout set,92.5336095110979,0.7078833086220584,376.2019348144531
1,558,558,QA set,154.23444039481026,0.7365623882838658,2431944.5
2,1116,1116,training set,79.20447960263118,0.759063870337684,357.7047119140625
2,1116,1116,holdout set,77.38402105809655,0.7629732094105748,353.1099853515625
2,1116,1116,QA set,151.39439610072546,0.7178874569279806,2017112.75
3,1674,1674,training set,81.87403910630383,0.7832474163515144,353.561767578125
3,1674,1674,holdout set,77.95481788029429,0.786218775636371,361.926513671875
3,1674,1674,QA set,139.2768876211984,0.7786802734647478,2132542.5
4,2232,2232,training set,80.94759104726836,0.7825601423573971,349.19427490234375
4,2232,2232,holdout set,74.96971546229906,0.785449349362807,356.3947448730469
4,2232,2232,QA set,152.47889382498607,0.7317239493131638,2003815.75
5,2790,2790,training set,79.72673368710093,0.7905258494738518,349.82666015625
5,2790,2790,holdout set,71.88421480462421,0.7976070180484385,350.943603515625
5,2790,2790,QA set,138.93757247924805,0.7805439340216773,2145469.0
6,3348,3348,training set,75.20946394931525,0.7873204453935614,326.2777404785156
6,3348,3348,holdout set,77.18513862528926,0.7877160479110898,343.4823303222656
6,3348,3348,QA set,140.006224496024,0.768408647605351,1879446.375
7,3906,3906,training set,76.01523983542575,0.8025538089204929,333.41961669921875
7,3906,3906,holdout set,70.38697774613684,0.8111256085758214,343.7653503417969
7,3906,3906,QA set,136.7591416495187,0.7786381202084678,2026859.25
8,4464,4464,training set,74.94630804800545,0.8131552658960572,320.1184387207031
8,4464,4464,holdout set,72.1201532935811,0.8208922079429612,337.308837890625
8,4464,4464,QA set,141.38199724469865,0.7887236731392997,2268357.25
9,5022,5022,training set,68.70333903686333,0.8150094201882894,319.17706298828125
9,5022,5022,holdout set,63.83513264497742,0.8233031742929597,326.07965087890625
9,5022,5022,QA set,143.04805755615234,0.7972357294389179,2157808.75
10,5580,5580,training set,69.01110089558642,0.8011972600615991,339.9678955078125
10,5580,5580,holdout set,72.16727250034455,0.8049974641107838,352.6771240234375
10,5580,5580,QA set,141.59750475202287,0.7560159308569772,1836913.875
11,6138,6138,training set,69.8874850506545,0.8143113666010322,319.05767822265625
11,6138,6138,holdout set,67.56297091649321,0.8199821701273322,327.45947265625
11,6138,6138,QA set,133.65010179792134,0.7838975829737528,1882931.5
12,6696,6696,training set,72.43350856122561,0.8144315425597597,333.3187255859375
12,6696,6696,holdout set,73.30787249095738,0.8143688309974095,339.73797607421875
12,6696,6696,QA set,133.3495935712542,0.7905699568135398,1971022.0
13,7254,7254,training set,73.74374035187066,0.7969072798705383,331.8582763671875
13,7254,7254,holdout set,69.01104224473238,0.808503796790319,337.0820617675781
13,7254,7254,QA set,136.40375736781527,0.7769069522619247,1835084.625
14,7812,7812,training set,66.83976449198963,0.819752539280671,322.2257080078125
14,7812,7812,holdout set,67.36310055675858,0.8295482825560612,333.12835693359375
14,7812,7812,QA set,135.38010842459542,0.7797648033925466,1941527.375
15,8370,8370,training set,73.26353124919115,0.8187930728163337,314.516845703125
15,8370,8370,holdout set,66.66469869230059,0.8258360101026483,325.3936767578125
15,8370,8370,QA set,132.65076773507255,0.7966878776039396,1988923.125
16,8928,8928,training set,73.42365525150672,0.8127171319829358,325.44549560546875
16,8928,8928,holdout set,63.61210795779334,0.8210154401149339,313.5811462402344
