epoch,batch_step,example_num,eval_split,MSE,SSIM,CUSTOM
1,70,70,training set,201.85229543899186,0.6029832189451554,485.1168212890625
1,70,70,holdout set,172.78477069037035,0.6274136699212249,482.0660400390625
1,70,70,QA set,908.5082571847097,0.3597996213606426,7197426.0
2,140,140,training set,176.80515194870532,0.6846323010686319,469.174072265625
2,140,140,holdout set,171.0062088102568,0.6998482844937826,481.71832275390625
2,140,140,QA set,1693.3489641462052,0.25836738305432455,4531893.5
3,210,210,training set,181.29607297014445,0.7164789818052668,473.60089111328125
3,210,210,holdout set,160.19436366145965,0.7212281960528344,438.8673095703125
3,210,210,QA set,1735.5314941406252,0.26265906968287056,7097176.5
4,280,280,training set,192.86607058276422,0.7027947338938247,493.82147216796875
4,280,280,holdout set,154.64199600368738,0.7296200567507185,476.2364807128906
4,280,280,QA set,1579.7614222935267,0.2769023169364248,5838276.5
5,350,350,training set,168.22598741878755,0.7230197737808339,435.6393127441406
5,350,350,holdout set,157.27242980897427,0.7411157075548545,458.72186279296875
5,350,350,QA set,1448.8419538225446,0.2984543517231941,5720414.0
6,420,420,training set,168.81779289618134,0.7041908878381946,424.93829345703125
6,420,420,holdout set,143.5422826204449,0.7224817443056963,430.6109619140625
6,420,420,QA set,1277.1306849888394,0.33235317575080053,4158347.25
7,490,490,training set,153.50325617194176,0.7249642879760358,427.61505126953125
7,490,490,holdout set,133.91542831482366,0.7324156798131298,420.706298828125
7,490,490,QA set,1375.5265415736606,0.31263895545687,4645397.5
8,560,560,training set,173.90986339375377,0.7206376965041272,433.6842346191406
8,560,560,holdout set,136.68888686678838,0.735238605964696,435.54827880859375
8,560,560,QA set,1481.737531389509,0.2979470448834556,5273373.0
9,630,630,training set,156.07083248492563,0.7311299366119783,417.4732666015625
9,630,630,holdout set,142.30030761053786,0.7294844484858913,421.182373046875
9,630,630,QA set,1187.530726841518,0.3439159318804741,4549205.0
10,700,700,training set,144.01947218272835,0.7367178287386196,411.81390380859375
10,700,700,holdout set,155.38548761210404,0.7474234979017638,428.855224609375
10,700,700,QA set,1554.40087890625,0.2876194939017296,5969322.5
11,770,770,training set,154.0097863646224,0.7178454621171113,433.9987487792969
11,770,770,holdout set,138.64777521228825,0.7330334573052824,433.7707824707031
11,770,770,QA set,1363.8754708426338,0.3077953830361366,4108273.25
12,840,840,training set,141.44872785080224,0.7318362399528269,406.07330322265625
12,840,840,holdout set,147.99492021696642,0.733345078479033,415.0350341796875
12,840,840,QA set,882.1153738839286,0.39876984166247503,4088235.25
13,910,910,training set,153.1322548283497,0.739730524510378,399.4403991699219
13,910,910,holdout set,133.7881252215011,0.7572876330523286,417.9761962890625
13,910,910,QA set,1332.0522984095983,0.3160136310117585,3934277.0
14,980,980,training set,158.0513798200991,0.7039343501455733,415.5926818847656
14,980,980,holdout set,150.60613653843757,0.7127719292475376,416.58917236328125
14,980,980,QA set,1024.5735473632812,0.37483193086726324,4047699.75
15,1050,1050,training set,145.73802327457815,0.7300786522391718,394.538818359375
15,1050,1050,holdout set,137.2708821047563,0.7452922321972437,420.0743713378906
15,1050,1050,QA set,1560.114763532366,0.296513197677476,3956658.75
16,1120,1120,training set,159.69158578089264,0.7492328456428368,420.59185791015625
16,1120,1120,holdout set,148.05751630221494,0.758179486670997,429.08050537109375
16,1120,1120,QA set,1553.406215122768,0.29974430905921123,4324308.5
17,1190,1190,training set,151.08192146173678,0.7461255911912303,423.7892761230469
17,1190,1190,holdout set,148.7997101340443,0.746243134199176,424.7939147949219
17,1190,1190,QA set,1487.1497453962052,0.302997849881649,4628129.0
18,1260,1260,training set,155.24038619041676,0.7470667982997838,408.7608947753906
18,1260,1260,holdout set,133.17599911626894,0.7628544728504494,414.1404113769531
18,1260,1260,QA set,1649.1439557756696,0.2862263151577541,3962979.25
19,1330,1330,training set,142.91298140375875,0.7610618840553798,407.45062255859375
19,1330,1330,holdout set,143.1373379812576,0.7617409538652282,410.5513000488281
19,1330,1330,QA set,1727.4266183035713,0.2723156245691436,4765056.5
20,1400,1400,training set,157.60228198749246,0.758267144265119,395.1978454589844
20,1400,1400,holdout set,148.13197565090377,0.7638731553452089,415.0291442871094
20,1400,1400,QA set,1576.8720528738838,0.29130469475473675,4303905.5
21,1470,1470,training set,155.90616052458063,0.7538856077881064,419.1175231933594
21,1470,1470,holdout set,136.9570076947566,0.7595809046179056,425.9635925292969
21,1470,1470,QA set,1595.3522251674108,0.2855375068528312,4812160.0
22,1540,1540,training set,167.80579898436554,0.7357458646292798,411.4339904785156
22,1540,1540,holdout set,146.23425634996966,0.7513889578112867,419.592041015625
22,1540,1540,QA set,1352.5045340401784,0.32260445611817495,4526636.0
23,1610,1610,training set,150.88298518536612,0.7501915093162097,395.3349609375
23,1610,1610,holdout set,137.3795902375714,0.7513788575306535,413.2868957519531
23,1610,1610,QA set,1317.8604910714287,0.32334993141038076,3932772.75
24,1680,1680,training set,139.0846457257867,0.7659586972149555,394.7113037109375
24,1680,1680,holdout set,129.75630877923686,0.7629798337002285,409.6815490722656
24,1680,1680,QA set,2193.97567313058,0.24367571622133255,6130614.5
25,1750,1750,training set,142.09296903572977,0.7515029472706374,401.82830810546875
25,1750,1750,holdout set,137.46620648354292,0.7572053338517435,411.212646484375
25,1750,1750,QA set,1323.3385184151784,0.3242623635700771,4475512.5
26,1820,1820,training set,151.40177939919522,0.7550936882616952,419.7574157714844
26,1820,1820,holdout set,127.36077160877176,0.7666476331651211,427.183349609375
26,1820,1820,QA set,1717.7607945033483,0.2672236104096685,4667563.0
27,1890,1890,training set,157.9461415889673,0.756785467179725,405.966552734375
27,1890,1890,holdout set,129.95655096531846,0.7667614502715878,404.0527038574219
27,1890,1890,QA set,1680.5047433035713,0.286924880530153,4878427.5
28,1960,1960,training set,144.55901730252663,0.7593322449538391,388.4493408203125
28,1960,1960,holdout set,139.74622274527792,0.7662315079942346,406.0416259765625
28,1960,1960,QA set,1914.9322509765625,0.259150287934712,4673503.5
29,2030,2030,training set,141.5004448845284,0.7617172547616065,394.06109619140625
29,2030,2030,holdout set,130.50993329286575,0.7665284487302415,413.47802734375
29,2030,2030,QA set,1492.5515311104907,0.29664749652147293,4616865.0
30,2100,2100,training set,147.09466481930576,0.7587330345413648,398.389892578125
30,2100,2100,holdout set,135.64984016958624,0.7618522428092547,399.9259338378906
30,2100,2100,QA set,1861.799368722098,0.2652316029582705,4785149.0
31,2170,2170,training set,144.58858012780547,0.7633629139745608,402.41021728515625
31,2170,2170,holdout set,144.18756197276525,0.7694501975784078,412.5801086425781
31,2170,2170,QA set,1702.088623046875,0.28711038508585524,4783047.0
32,2240,2240,training set,143.76201292546466,0.7400886176910717,377.2176513671875
32,2240,2240,holdout set,141.36409997899318,0.7406832790875342,404.6168212890625
32,2240,2240,QA set,1127.8004760742188,0.3588768126709121,4012870.75
33,2310,2310,training set,141.92205754714087,0.7614617292711046,398.0633544921875
33,2310,2310,holdout set,125.87908152397722,0.7752482920186594,412.6456604003906
33,2310,2310,QA set,1801.1449323381696,0.2758801675268582,4314498.0
34,2380,2380,training set,143.22704589227214,0.7715488672547508,387.7052917480469
34,2380,2380,holdout set,133.58610199741088,0.7753219633596018,402.8511047363281
34,2380,2380,QA set,1636.176775251116,0.29045018766607555,4435356.0
35,2450,2450,training set,155.23398040160828,0.7592961869668216,393.43511962890625
35,2450,2450,holdout set,132.65993509502732,0.7691414655419067,394.9610900878906
35,2450,2450,QA set,1680.460972377232,0.2869215650217874,4621267.0
36,2520,2520,training set,146.58378273481503,0.7495772379043046,399.8040771484375
36,2520,2520,holdout set,128.72921784128994,0.7640553262317553,394.55743408203125
36,2520,2520,QA set,1408.7106061662946,0.3159283154777118,3975276.25
37,2590,2590,training set,145.5215435581049,0.7541692504601087,404.0946044921875
37,2590,2590,holdout set,128.86084405810107,0.7580669515300542,391.5546875
37,2590,2590,QA set,1435.521275111607,0.30608342481510975,4263448.0
38,2660,2660,training set,137.0135661259992,0.7714228469412774,367.7760925292969
38,2660,2660,holdout set,126.98376043804456,0.771209116152022,390.4424743652344
38,2660,2660,QA set,1739.516584123884,0.2915341609290668,4195405.5
39,2730,2730,training set,143.5492799640051,0.7608232657657936,412.08251953125
39,2730,2730,holdout set,147.62994296127,0.7743475369061343,430.60870361328125
39,2730,2730,QA set,2587.4127371651784,0.2084236437720912,4979486.0
40,2800,2800,training set,140.80828635161743,0.7660278338589706,388.67022705078125
40,2800,2800,holdout set,128.5359655667562,0.7793910801992752,399.2541198730469
40,2800,2800,QA set,1723.436017717634,0.27273946574756075,4508734.0
41,2870,2870,training set,136.30350576969795,0.7759048641601112,375.611572265625
41,2870,2870,holdout set,129.91442989755888,0.7782980311894789,395.005859375
41,2870,2870,QA set,2073.728742327009,0.25047545773642405,3979212.25
42,2940,2940,training set,147.6570927174762,0.7688292170641944,393.1710205078125
42,2940,2940,holdout set,129.30511768860742,0.7776701548718847,403.721435546875
42,2940,2940,QA set,1460.4652273995534,0.30760968689407625,4053733.75
43,3010,3010,training set,148.19386997213587,0.770049229322467,390.36126708984375
43,3010,3010,holdout set,131.09518114419188,0.782567338377703,418.81646728515625
43,3010,3010,QA set,2193.513288225446,0.23574508673378403,3878605.0
44,3080,3080,training set,133.88432868057862,0.777146719105076,383.7042236328125
44,3080,3080,holdout set,128.22132379258983,0.7816017694131006,403.3856201171875
44,3080,3080,QA set,1723.523454938616,0.28416961963687626,4140100.75
45,3150,3150,training set,137.53235113895062,0.7599518183269538,391.18048095703125
45,3150,3150,holdout set,134.86086077816435,0.7569908204022795,395.9097900390625
45,3150,3150,QA set,1439.945347377232,0.31266581692865913,3902701.5
46,3220,3220,training set,146.4768555588089,0.7704938928654883,393.7370300292969
