epoch,batch_step,example_num,eval_split,MSE,SSIM,CUSTOM
1,279,279,training set,19254.941738046706,0.6998571593285305,10637.29296875
1,279,279,holdout set,23326.818770498037,0.6921417345220107,11396.341796875
1,279,279,QA set,22573.841517857145,0.7259949467011861,13323.7783203125
2,558,558,training set,16795.337410226464,0.6911654588184319,10241.9287109375
2,558,558,holdout set,20574.057532593608,0.6801863302680431,11110.162109375
2,558,558,QA set,19054.534598214283,0.7068563742297036,12896.9580078125
3,837,837,training set,17205.34439651668,0.7217301304481225,10394.41015625
3,837,837,holdout set,20850.98143557459,0.7125922707054997,11294.6103515625
3,837,837,QA set,18194.604352678572,0.7431495998586927,12763.8427734375
4,1116,1116,training set,17006.075910687447,0.7379611292562913,10254.0087890625
4,1116,1116,holdout set,20247.57916083187,0.730186119719292,10937.1572265625
4,1116,1116,QA set,18688.783203125,0.7580422397170749,12732.4853515625
5,1395,1395,training set,16334.093341693282,0.7359559770557098,10148.4267578125
5,1395,1395,holdout set,19204.5806992054,0.7265711972868303,10933.078125
5,1395,1395,QA set,18095.403738839283,0.7533987547670092,12747.7080078125
6,1674,1674,training set,16546.65382897854,0.7306183755281381,10220.96484375
6,1674,1674,holdout set,18796.00324551761,0.7230812354100635,10767.1123046875
6,1674,1674,QA set,18216.602957589286,0.7488856890371868,12713.1787109375
7,1953,1953,training set,16978.89383173734,0.7380640644259984,10256.6328125
7,1953,1953,holdout set,21571.296066515148,0.7255208691640291,11398.9677734375
7,1953,1953,QA set,18663.424944196428,0.7600638078791755,12794.427734375
8,2232,2232,training set,16966.525050759315,0.7390868781803874,10253.7421875
8,2232,2232,holdout set,19479.877963371575,0.7344945546647068,10818.4345703125
8,2232,2232,QA set,18973.20479910714,0.761091832603727,12758.853515625
9,2511,2511,training set,16846.543947398663,0.7181124013586668,10332.708984375
9,2511,2511,holdout set,19977.25727339089,0.7080308175791288,11099.21484375
9,2511,2511,QA set,18172.5703125,0.7371757349797657,12768.921875
10,2790,2790,training set,16870.95876981318,0.7408153811556986,10265.68359375
10,2790,2790,holdout set,19838.758520372212,0.7348234609962674,10853.2880859375
10,2790,2790,QA set,18454.9296875,0.7599127952541624,12694.2587890625
11,3069,3069,training set,16484.250248223543,0.7404147782799555,10230.8037109375
11,3069,3069,holdout set,19337.315347976983,0.7309479672694579,10935.962890625
11,3069,3069,QA set,18036.167689732145,0.756114295550755,12824.796875
12,3348,3348,training set,18193.77892807126,0.7379578459804179,10519.033203125
12,3348,3348,holdout set,20843.24935430661,0.7318238688312704,11135.51953125
12,3348,3348,QA set,18405.219587053572,0.7608131894043514,12712.9892578125
13,3627,3627,training set,15710.811252236366,0.710907612767187,10130.9296875
13,3627,3627,holdout set,20003.819363191724,0.6996598906844156,11129.814453125
13,3627,3627,QA set,18257.031808035714,0.7331678973776953,12762.287109375
14,3906,3906,training set,16748.50114132464,0.7413943729188759,10176.189453125
14,3906,3906,holdout set,19908.935010403395,0.7353881978197023,10844.94921875
14,3906,3906,QA set,19575.450334821428,0.7575692938906806,12698.1162109375
15,4185,4185,training set,16870.647118657827,0.7268051458449918,10281.029296875
15,4185,4185,holdout set,19586.41916188225,0.715986687791883,11004.6435546875
15,4185,4185,QA set,18149.81612723214,0.7386897887502397,12757.71875
16,4464,4464,training set,18118.29195575416,0.6939850794369704,10678.7314453125
16,4464,4464,holdout set,20659.831344667822,0.6862826696378761,11133.4736328125
16,4464,4464,QA set,18722.786551339286,0.713546844465392,12862.263671875
17,4743,4743,training set,16146.435959786177,0.7291280046338215,10124.2822265625
17,4743,4743,holdout set,19576.324324525893,0.7179918993642787,10980.7001953125
17,4743,4743,QA set,17953.922991071428,0.7504642307758331,12685.4951171875
18,5022,5022,training set,15587.084102064371,0.7357069793506525,10065.9365234375
18,5022,5022,holdout set,19701.39714113623,0.7250876085745404,10978.6669921875
18,5022,5022,QA set,17992.058035714286,0.7584904964481082,12704.12890625
19,5301,5301,training set,16617.41774198413,0.740169169352157,10270.4697265625
19,5301,5301,holdout set,20668.31738232076,0.7315592676895903,11106.640625
19,5301,5301,QA set,18243.440848214286,0.7611702744449887,12754.123046875
20,5580,5580,training set,16496.36249819398,0.7365784867433831,10292.421875
20,5580,5580,holdout set,19742.962098881602,0.7238322540943045,10929.2265625
20,5580,5580,QA set,17926.994140625,0.7527466267347336,12726.8984375
21,5859,5859,training set,16278.004560343921,0.7350873299437808,10248.3330078125
21,5859,5859,holdout set,20209.984402868897,0.7240826837078203,11036.6953125
21,5859,5859,QA set,17913.17940848214,0.7531468378646033,12669.537109375
22,6138,6138,training set,16419.919525302947,0.7447214648564113,10096.2294921875
22,6138,6138,holdout set,19403.017864622176,0.7344800568389473,10863.1728515625
22,6138,6138,QA set,18013.049944196428,0.7602989141430173,12640.40234375
23,6417,6417,training set,15974.764790922403,0.7346358324721223,10125.9697265625
23,6417,6417,holdout set,19949.2626792714,0.723642397482763,11018.716796875
23,6417,6417,QA set,17894.0625,0.75359736595835,12643.8984375
24,6696,6696,training set,16794.571496129036,0.7298982116044499,10281.634765625
24,6696,6696,holdout set,19698.768635239452,0.7157657417410519,11033.6708984375
24,6696,6696,QA set,17972.45396205357,0.7484245151281357,12707.83203125
25,6975,6975,training set,16267.934910610318,0.7474262404139154,10144.583984375
25,6975,6975,holdout set,20452.34733723849,0.7371984562050784,10885.0546875
25,6975,6975,QA set,18086.68387276786,0.7616079385791507,12663.1748046875
26,7254,7254,training set,16714.67722031474,0.7356040004524402,10260.3466796875
26,7254,7254,holdout set,19303.084040395916,0.723475122693344,11021.537109375
26,7254,7254,QA set,17874.468470982145,0.7515643153871807,12690.783203125
27,7533,7533,training set,16766.25558269024,0.7380746968701715,10349.240234375
27,7533,7533,holdout set,19707.02738573402,0.7300114292302169,10960.001953125
27,7533,7533,QA set,18030.061662946428,0.760048148887498,12725.4736328125
28,7812,7812,training set,17134.16875527799,0.719985309522599,10496.9521484375
28,7812,7812,holdout set,20207.557827197015,0.7122571729851188,11054.232421875
28,7812,7812,QA set,17995.03794642857,0.7421341921601977,12758.19140625
29,8091,8091,training set,16081.672115929425,0.7410357462213142,10093.78125
29,8091,8091,holdout set,18868.223130375147,0.7314937004412059,10748.3447265625
29,8091,8091,QA set,17907.73074776786,0.7560370117425919,12610.861328125
30,8370,8370,training set,17451.911605626345,0.740748831347446,10303.5556640625
30,8370,8370,holdout set,20094.913777828217,0.7316150726837805,11010.345703125
30,8370,8370,QA set,18156.565569196428,0.7612828591040203,12655.7294921875
31,8649,8649,training set,15756.197788141668,0.7171030043245992,10117.5419921875
31,8649,8649,holdout set,19584.649572152644,0.7085705478602904,10987.453125
31,8649,8649,QA set,18183.401227678572,0.7331823749201638,12778.5146484375
32,8928,8928,training set,17541.01629950106,0.72480703931069,10503.3720703125
32,8928,8928,holdout set,20009.87266644463,0.7145898216840578,11167.9267578125
32,8928,8928,QA set,18070.558035714286,0.7395927480288915,12773.55859375
33,9207,9207,training set,17249.695665366948,0.7360116935160477,10233.7880859375
33,9207,9207,holdout set,19589.613197356462,0.7259016599418828,11038.154296875
33,9207,9207,QA set,17873.035714285714,0.7509244531393051,12691.73046875
34,9486,9486,training set,15997.220825240016,0.7440768524393206,10049.5068359375
34,9486,9486,holdout set,18426.3729727529,0.7340794346964685,10624.16015625
34,9486,9486,QA set,17951.23074776786,0.7621075532266072,12561.017578125
35,9765,9765,training set,16582.05642299354,0.7464837302250089,10157.00390625
35,9765,9765,holdout set,20248.767264962196,0.7321163179294672,10933.046875
35,9765,9765,QA set,17973.473493303572,0.7609961905649729,12640.505859375
36,10044,10044,training set,17100.734613597393,0.7304068960947916,10435.5380859375
