epoch,batch_step,example_num,eval_split,MSE,SSIM,CUSTOM
1,558,558,training set,82.53574229637161,0.7839096775933285,342.02093505859375
1,558,558,holdout set,75.62322160229087,0.7816847301623966,353.15911865234375
1,558,558,QA set,138.50950622558594,0.7884260820490974,2369845.5
2,1116,1116,training set,68.75183723634109,0.7986725835044126,317.4442443847656
2,1116,1116,holdout set,71.12705272110179,0.7946290410400252,328.2793884277344
2,1116,1116,QA set,131.7966412135533,0.8009547633784158,1650329.25
3,1674,1674,training set,68.81102565547917,0.8203469224772562,327.231689453125
3,1674,1674,holdout set,65.35483408763685,0.830067213413713,323.15887451171875
3,1674,1674,QA set,136.60291780744282,0.7954712297235217,1936474.25
4,2232,2232,training set,64.10386124474462,0.8350856042670785,305.9753723144531
4,2232,2232,holdout set,68.59628297918243,0.8335788315198442,322.46295166015625
4,2232,2232,QA set,131.70219203404017,0.7854183635541371,1356050.25
5,2790,2790,training set,65.94705638539745,0.8264951926807953,297.1915283203125
5,2790,2790,holdout set,64.85890182713774,0.8312463129332173,300.65863037109375
5,2790,2790,QA set,121.09594127110071,0.8028518642698015,1436382.75
6,3348,3348,training set,66.31175172305666,0.8197373878974759,307.61083984375
6,3348,3348,holdout set,63.51130812196061,0.8234166197071318,304.37249755859375
6,3348,3348,QA set,123.38464791434153,0.7946779217038836,1489298.375
7,3906,3906,training set,63.60980315742199,0.8465218058749997,290.19635009765625
7,3906,3906,holdout set,60.80439078155905,0.8493888778430119,304.4012451171875
7,3906,3906,QA set,121.70257840837752,0.8207512881074635,1359123.375
8,4464,4464,training set,62.944098769454286,0.8495829786843387,292.10205078125
8,4464,4464,holdout set,54.87404236191651,0.8588642969189095,285.236083984375
8,4464,4464,QA set,114.3668828691755,0.826910348875182,1533991.375
9,5022,5022,training set,64.25755064911209,0.8520929143196554,291.1634521484375
9,5022,5022,holdout set,56.19646878793719,0.8580052548204549,290.93023681640625
9,5022,5022,QA set,116.33513532366071,0.825151081596102,1652702.25
10,5580,5580,training set,62.10655549966032,0.8507479476638764,283.22393798828125
10,5580,5580,holdout set,56.22279238147894,0.8601462581718806,285.85540771484375
10,5580,5580,QA set,121.97893360682896,0.8263795439686095,1615982.5
11,6138,6138,training set,57.68593362836691,0.8504945829852204,274.88189697265625
11,6138,6138,holdout set,54.83036830931087,0.8497945341239301,285.5685729980469
11,6138,6138,QA set,115.05307279314313,0.8298887823309218,1468139.375
12,6696,6696,training set,48.467601044045296,0.8626140470678365,250.9439697265625
12,6696,6696,holdout set,52.56999605183955,0.8642782188544516,270.5667724609375
12,6696,6696,QA set,110.54624502999441,0.8405068580593381,1521831.0
13,7254,7254,training set,52.51596332422923,0.8691715800232487,258.83245849609375
13,7254,7254,holdout set,55.15812558645848,0.8671049721069721,269.0627746582031
13,7254,7254,QA set,110.59877940586634,0.8411952086857386,1743368.75
14,7812,7812,training set,50.353802366531454,0.8729875260250992,258.42181396484375
14,7812,7812,holdout set,55.827425682451576,0.8702243127772817,268.01007080078125
14,7812,7812,QA set,108.48957116263253,0.8420594164303371,1612555.5
15,8370,8370,training set,53.605452007381245,0.8705449665503693,263.5831298828125
15,8370,8370,holdout set,57.42624322947813,0.8662944290845189,278.7801818847656
15,8370,8370,QA set,115.26906640189034,0.8312646810497557,1608597.25
16,8928,8928,training set,55.14004607024253,0.8693533013756678,257.2080993652344
16,8928,8928,holdout set,57.80343342584092,0.8661218212728272,273.0850830078125
16,8928,8928,QA set,116.57312011718749,0.832175076007843,1622459.75
17,9486,9486,training set,54.56253292405745,0.8659601765612024,254.65818786621094
17,9486,9486,holdout set,57.81454975361703,0.8643205286680313,269.9791259765625
17,9486,9486,QA set,114.44721385410854,0.826995775103569,1569736.0
18,10044,10044,training set,52.924312686838675,0.876706277987978,244.3917236328125
18,10044,10044,holdout set,51.19548381358618,0.8759996418084484,260.12762451171875
18,10044,10044,QA set,116.37573296683176,0.8263367350612367,1640166.75
19,10602,10602,training set,50.224080505780876,0.8805545871146023,254.1135711669922
19,10602,10602,holdout set,52.73284487094497,0.8759679865004273,262.416015625
19,10602,10602,QA set,114.29979705810547,0.8369996505124229,1741326.875
20,11160,11160,training set,54.13190749383648,0.87372253639478,247.2547607421875
20,11160,11160,holdout set,53.799703237600625,0.8752403253311059,261.6434326171875
20,11160,11160,QA set,110.5302870614188,0.8369878743376051,1764242.25
21,11718,11718,training set,54.40609544207109,0.8670927030398161,262.18585205078125
21,11718,11718,holdout set,54.30752269143704,0.8679165714784176,269.204345703125
21,11718,11718,QA set,112.99564688546315,0.8134304859808512,1287729.0
22,12276,12276,training set,51.82091770651459,0.8698807459622913,254.45223999023438
22,12276,12276,holdout set,55.277733383263694,0.8720647941700008,256.3018493652344
22,12276,12276,QA set,105.69736644199916,0.844030669757298,1401408.875
23,12834,12834,training set,52.50791364943143,0.8797370142538057,248.77239990234375
23,12834,12834,holdout set,54.75264225853607,0.8756125344589236,254.144775390625
23,12834,12834,QA set,110.68076705932617,0.8273977658578329,1470700.0
24,13392,13392,training set,52.529555383254774,0.8633590217650635,248.46766662597656
24,13392,13392,holdout set,53.16290296326042,0.8669336290040519,264.11676025390625
24,13392,13392,QA set,113.1658047267369,0.8237025397164481,1580977.75
25,13950,13950,training set,51.18687696574489,0.876252893540368,254.0325164794922
25,13950,13950,holdout set,51.0970339786727,0.8772799745420343,254.44537353515625
25,13950,13950,QA set,113.55096326555525,0.8341286650725773,1504629.125
26,14508,14508,training set,51.50754751074419,0.8752182817115681,248.3224639892578
26,14508,14508,holdout set,57.461081038462,0.866965758119477,261.5830078125
26,14508,14508,QA set,110.66508483886719,0.8385551124811172,1618818.25
27,15066,15066,training set,48.99339868139941,0.8774285123654408,246.9371337890625
27,15066,15066,holdout set,52.894250948680565,0.8715246636420488,266.4119873046875
27,15066,15066,QA set,111.57017462594168,0.8379757915224347,1618348.625
28,15624,15624,training set,51.20236555871088,0.8790298533058376,242.82398986816406
28,15624,15624,holdout set,55.41883849224541,0.86999785213834,263.00518798828125
28,15624,15624,QA set,110.55853543962752,0.8355986773967743,1544922.875
29,16182,16182,training set,50.377674934628885,0.8826914806777495,233.86822509765625
29,16182,16182,holdout set,53.00822170404717,0.8792735682000057,256.2093200683594
29,16182,16182,QA set,109.48014123099192,0.840092944247382,1497432.5
30,16740,16740,training set,51.38108199968701,0.8829126976925181,243.73170471191406
30,16740,16740,holdout set,53.25744635202864,0.8820403337376774,250.53341674804688
30,16740,16740,QA set,112.43817193167551,0.8399988348994937,1610860.125
31,17298,17298,training set,53.18872149230447,0.8745441565479268,246.82614135742188
31,17298,17298,holdout set,50.48020199168241,0.8754221199051244,249.8824005126953
31,17298,17298,QA set,112.28431429181781,0.831231645175389,1613971.75
32,17856,17856,training set,51.72335870284587,0.8862231246591818,237.71542358398438
32,17856,17856,holdout set,51.05259884078987,0.8826015272788936,244.36810302734375
32,17856,17856,QA set,106.55073274884904,0.846282469374793,1309156.25
33,18414,18414,training set,55.177063033450395,0.8860212685831357,235.41452026367188
33,18414,18414,holdout set,51.33257719868561,0.8831023584061768,246.08499145507812
33,18414,18414,QA set,108.37836565290179,0.8442264859165465,1584921.5
34,18972,18972,training set,49.54155959689524,0.8673573169362498,241.6973114013672
34,18972,18972,holdout set,52.41733926656889,0.8612752293993253,258.987548828125
34,18972,18972,QA set,111.84106390816825,0.8220817020961215,1343983.125
35,19530,19530,training set,48.193305004242575,0.8901521867519477,228.311279296875
35,19530,19530,holdout set,48.66827825684595,0.884788201929041,237.6381072998047
35,19530,19530,QA set,107.6428587777274,0.8435899040528705,1414855.875
36,20088,20088,training set,52.335782410926186,0.886609383567702,236.86599731445312
36,20088,20088,holdout set,51.46978412527824,0.8867444730130956,249.67649841308594
36,20088,20088,QA set,108.36004965645925,0.8463045805692673,1720693.875
37,20646,20646,training set,48.24704402056523,0.8832218737152289,242.16830444335938
37,20646,20646,holdout set,52.09347633225843,0.880118653018144,249.88394165039062
37,20646,20646,QA set,108.53033992222377,0.8299382690872465,1364612.25
38,21204,21204,training set,46.02336709108204,0.8906284133554436,235.47117614746094
38,21204,21204,holdout set,48.69613483303692,0.8848705412092386,248.25921630859375
38,21204,21204,QA set,107.25672095162527,0.845697786126818,1575206.75
39,21762,21762,training set,55.210560482693836,0.8815081142238341,230.99583435058594
39,21762,21762,holdout set,48.84714507150056,0.8860619646511623,245.6691436767578
39,21762,21762,QA set,106.04168592180525,0.8340699140514647,1446250.25
40,22320,22320,training set,49.496044721163344,0.8846415565058123,236.5176239013672
40,22320,22320,holdout set,47.611960974449175,0.8860354722710326,249.6982879638672
40,22320,22320,QA set,108.5979745047433,0.8371407389640807,1444813.75
41,22878,22878,training set,46.61924401001306,0.8832558252033778,229.9620361328125
41,22878,22878,holdout set,51.66370344211464,0.873208837947459,250.5819549560547
41,22878,22878,QA set,110.3681891305106,0.8365637468440192,1561658.125
42,23436,23436,training set,46.74472853599582,0.8889115971232968,238.56658935546875
42,23436,23436,holdout set,52.08017494593514,0.8826305576076265,253.3988037109375
42,23436,23436,QA set,110.79364722115652,0.8355757679258073,1418598.25
43,23994,23994,training set,48.51643889944535,0.8786687745068775,234.29673767089844
43,23994,23994,holdout set,49.93624838354299,0.8797564291553499,244.29844665527344
43,23994,23994,QA set,106.71385955810547,0.8371352276631763,1391854.0
44,24552,24552,training set,47.901323948273784,0.894327470457938,221.6393585205078
44,24552,24552,holdout set,51.47177161765285,0.8885119578117155,236.61199951171875
44,24552,24552,QA set,108.01548876081193,0.8449953581605638,1464702.25
45,25110,25110,training set,47.91671621647765,0.8869712232844904,230.44032287597656
45,25110,25110,holdout set,50.32836382559617,0.8810707596494467,241.49183654785156
45,25110,25110,QA set,107.41417312622072,0.8324228099414279,1485792.875
46,25668,25668,training set,50.969763585570036,0.8882461663415597,237.9370574951172
46,25668,25668,holdout set,52.90699534247324,0.8817882913645008,246.9362030029297
46,25668,25668,QA set,104.76804624285016,0.8443371461970466,1434329.75
47,26226,26226,training set,46.12794295774074,0.8934224050753983,224.11514282226562
47,26226,26226,holdout set,48.765501158253755,0.8887015620421153,240.70668029785156
47,26226,26226,QA set,112.66871643066405,0.8445660855088916,1635700.5
48,26784,26784,training set,49.9353824686259,0.8823051074286923,230.82595825195312
48,26784,26784,holdout set,52.234598141745664,0.8761909308304894,243.35806274414062
48,26784,26784,QA set,103.89185224260602,0.8450517909867422,1413706.125
49,27342,27342,training set,46.98182335383899,0.8933837697004492,224.12290954589844
49,27342,27342,holdout set,50.50888613105053,0.8869732486273278,235.50634765625
49,27342,27342,QA set,105.2397292000907,0.8480881090675081,1472590.75
50,27900,27900,training set,48.584318256529514,0.8892816885963839,233.33255004882812
50,27900,27900,holdout set,50.80922184011433,0.8826026036840631,245.75909423828125
50,27900,27900,QA set,104.20299911499023,0.8472817902054106,1411740.375
51,28458,28458,training set,46.588853374356404,0.892389982676832,226.39859008789062
51,28458,28458,holdout set,51.016057533357525,0.8882278269593371,239.6558837890625
51,28458,28458,QA set,103.71617671421596,0.847477546760014,1378062.0
52,29016,29016,training set,48.179015671456,0.8888261114698253,228.20741271972656
52,29016,29016,holdout set,46.362095479038544,0.8872533674366423,238.8036651611328
52,29016,29016,QA set,109.73719951084682,0.8352456944329398,1267881.875
53,29574,29574,training set,46.495046176118194,0.8909024541608233,224.043212890625
53,29574,29574,holdout set,52.60281669709366,0.885340805107262,242.85836791992188
53,29574,29574,QA set,108.17789023263114,0.8373900800943375,1402155.625
54,30132,30132,training set,53.40532194374828,0.8873438197479118,236.7568817138672
54,30132,30132,holdout set,48.36648439144483,0.8839185555043514,241.0045166015625
54,30132,30132,QA set,110.39055524553571,0.8347410878964832,1636680.625
55,30690,30690,training set,49.74372919817688,0.8863088974831044,233.10330200195312
