SSIM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6286435032670852,1024,32,0,1770442773,,False,1,ffba8a2a,2026-02-06_23-39-33,5.148561000823975,5.148561000823975,27140,DESKTOP-6E08LRQ,127.0.0.1,5.148561000823975,1
0.6850781026296318,2048,64,0,1770442777,,False,2,ffba8a2a,2026-02-06_23-39-37,4.155953645706177,9.304514646530151,27140,DESKTOP-6E08LRQ,127.0.0.1,9.304514646530151,2
0.6556312716529646,3072,96,0,1770442782,,False,3,ffba8a2a,2026-02-06_23-39-42,4.968769550323486,14.273284196853638,27140,DESKTOP-6E08LRQ,127.0.0.1,14.273284196853638,3
0.7075803800253198,4096,128,0,1770442787,,False,4,ffba8a2a,2026-02-06_23-39-47,4.3941380977630615,18.6674222946167,27140,DESKTOP-6E08LRQ,127.0.0.1,18.6674222946167,4
0.709719127684366,5120,160,0,1770442792,,False,5,ffba8a2a,2026-02-06_23-39-52,4.944345712661743,23.611768007278442,27140,DESKTOP-6E08LRQ,127.0.0.1,23.611768007278442,5
0.7616795568028465,6144,192,0,1770442796,,False,6,ffba8a2a,2026-02-06_23-39-56,4.497103929519653,28.108871936798096,27140,DESKTOP-6E08LRQ,127.0.0.1,28.108871936798096,6
0.6528518722734589,7168,224,0,1770442800,,False,7,ffba8a2a,2026-02-06_23-40-00,4.356908082962036,32.46578001976013,27140,DESKTOP-6E08LRQ,127.0.0.1,32.46578001976013,7
0.7822491699480452,8192,256,0,1770442804,,False,8,ffba8a2a,2026-02-06_23-40-04,4.073678493499756,36.53945851325989,27140,DESKTOP-6E08LRQ,127.0.0.1,36.53945851325989,8
0.7578795171575621,9216,288,0,1770442809,,False,9,ffba8a2a,2026-02-06_23-40-09,4.030224323272705,40.56968283653259,27140,DESKTOP-6E08LRQ,127.0.0.1,40.56968283653259,9
0.7937670230603544,10240,320,0,1770442813,,False,10,ffba8a2a,2026-02-06_23-40-13,4.80361795425415,45.37330079078674,27140,DESKTOP-6E08LRQ,127.0.0.1,45.37330079078674,10
0.7980626777280122,11264,352,0,1770442818,,False,11,ffba8a2a,2026-02-06_23-40-18,4.480316877365112,49.853617668151855,27140,DESKTOP-6E08LRQ,127.0.0.1,49.853617668151855,11
0.8026871653273702,12288,384,0,1770442823,,False,12,ffba8a2a,2026-02-06_23-40-23,4.992489337921143,54.846107006073,27140,DESKTOP-6E08LRQ,127.0.0.1,54.846107006073,12
0.7839861392276362,13312,416,0,1770442827,,False,13,ffba8a2a,2026-02-06_23-40-27,4.347182273864746,59.193289279937744,27140,DESKTOP-6E08LRQ,127.0.0.1,59.193289279937744,13
0.798102636821568,14336,448,0,1770442832,,False,14,ffba8a2a,2026-02-06_23-40-32,5.1054277420043945,64.29871702194214,27140,DESKTOP-6E08LRQ,127.0.0.1,64.29871702194214,14
0.8162391830701381,15360,480,0,1770442836,,False,15,ffba8a2a,2026-02-06_23-40-36,4.055379867553711,68.35409688949585,27140,DESKTOP-6E08LRQ,127.0.0.1,68.35409688949585,15
0.7949519113171846,16384,512,0,1770442841,,True,16,ffba8a2a,2026-02-06_23-40-41,4.5112035274505615,72.86530041694641,27140,DESKTOP-6E08LRQ,127.0.0.1,72.86530041694641,16
