SSIM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.06244143023286597,1024,16,0,1770432421,,False,1,761a51ad,2026-02-06_20-47-01,9.058387041091919,9.058387041091919,35864,DESKTOP-6E08LRQ,127.0.0.1,9.058387041091919,1
0.09185077760048443,2048,32,0,1770432430,,False,2,761a51ad,2026-02-06_20-47-10,8.170730590820312,17.22911763191223,35864,DESKTOP-6E08LRQ,127.0.0.1,17.22911763191223,2
0.10738321195094613,3072,48,0,1770432438,,False,3,761a51ad,2026-02-06_20-47-18,8.20042896270752,25.42954659461975,35864,DESKTOP-6E08LRQ,127.0.0.1,25.42954659461975,3
0.09174027475819457,4096,64,0,1770432446,,True,4,761a51ad,2026-02-06_20-47-26,8.063597679138184,33.493144273757935,35864,DESKTOP-6E08LRQ,127.0.0.1,33.493144273757935,4
