MSE,SSIM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
193.41999107599258,0.24841472810271625,1024,32,0,1774187612,,False,1,4d9dc88e,2026-03-22_08-53-32,12.225381851196289,12.225381851196289,21232,DESKTOP-6E08LRQ,127.0.0.1,12.225381851196289,1
134.83664333820343,0.3124872117241466,2048,64,0,1774187625,,False,2,4d9dc88e,2026-03-22_08-53-45,13.845320701599121,26.07070255279541,21232,DESKTOP-6E08LRQ,127.0.0.1,26.07070255279541,2
127.09736058115959,0.3885173970484175,3072,96,0,1774187640,,False,3,4d9dc88e,2026-03-22_08-54-00,14.549702167510986,40.6204047203064,21232,DESKTOP-6E08LRQ,127.0.0.1,40.6204047203064,3
137.91600519418716,0.39366041065659374,4096,128,0,1774187657,,False,4,4d9dc88e,2026-03-22_08-54-17,16.79209852218628,57.412503242492676,21232,DESKTOP-6E08LRQ,127.0.0.1,57.412503242492676,4
148.91164124011993,0.4383190348162316,5120,160,0,1774187672,,False,5,4d9dc88e,2026-03-22_08-54-32,15.352268934249878,72.76477217674255,21232,DESKTOP-6E08LRQ,127.0.0.1,72.76477217674255,5
174.05186939239502,0.40230684622656554,6144,192,0,1774187687,,False,6,4d9dc88e,2026-03-22_08-54-47,15.05654001235962,87.82131218910217,21232,DESKTOP-6E08LRQ,127.0.0.1,87.82131218910217,6
123.31603682041168,0.5055487221106887,7168,224,0,1774187703,,False,7,4d9dc88e,2026-03-22_08-55-03,16.037286043167114,103.85859823226929,21232,DESKTOP-6E08LRQ,127.0.0.1,103.85859823226929,7
155.130852997303,0.44792308000614867,8192,256,0,1774187718,,False,8,4d9dc88e,2026-03-22_08-55-18,14.813424348831177,118.67202258110046,21232,DESKTOP-6E08LRQ,127.0.0.1,118.67202258110046,8
136.63074600696564,0.5124203003405228,9216,288,0,1774187736,,False,9,4d9dc88e,2026-03-22_08-55-36,17.666606903076172,136.33862948417664,21232,DESKTOP-6E08LRQ,127.0.0.1,136.33862948417664,9
137.14761346578598,0.4716054531163536,10240,320,0,1774187751,,False,10,4d9dc88e,2026-03-22_08-55-51,15.566741704940796,151.90537118911743,21232,DESKTOP-6E08LRQ,127.0.0.1,151.90537118911743,10
118.68521052598953,0.5072877444908954,11264,352,0,1774187768,,False,11,4d9dc88e,2026-03-22_08-56-08,16.196136474609375,168.1015076637268,21232,DESKTOP-6E08LRQ,127.0.0.1,168.1015076637268,11
140.22244906425476,0.45278291701106355,12288,384,0,1774187783,,False,12,4d9dc88e,2026-03-22_08-56-23,15.820467233657837,183.92197489738464,21232,DESKTOP-6E08LRQ,127.0.0.1,183.92197489738464,12
120.36293517053127,0.5678576562204398,13312,416,0,1774187801,,False,13,4d9dc88e,2026-03-22_08-56-41,18.12550950050354,202.04748439788818,21232,DESKTOP-6E08LRQ,127.0.0.1,202.04748439788818,13
138.94150453805923,0.5385119141013206,14336,448,0,1774187819,,False,14,4d9dc88e,2026-03-22_08-56-59,17.49998188018799,219.54746627807617,21232,DESKTOP-6E08LRQ,127.0.0.1,219.54746627807617,14
143.52322885394096,0.5667439696262591,15360,480,0,1774187835,,False,15,4d9dc88e,2026-03-22_08-57-15,16.053422212600708,235.60088849067688,21232,DESKTOP-6E08LRQ,127.0.0.1,235.60088849067688,15
139.99760103225708,0.5660598918329924,16384,512,0,1774187851,,True,16,4d9dc88e,2026-03-22_08-57-31,16.187660694122314,251.7885491847992,21232,DESKTOP-6E08LRQ,127.0.0.1,251.7885491847992,16
