CUSTOM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
2467.624755859375,1024,16,0,1771811927,,False,1,2a038_00000,2026-02-22_19-58-47,4.300551652908325,4.300551652908325,35756,DESKTOP-6E08LRQ,127.0.0.1,4.300551652908325,1
1834.33984375,2048,32,0,1771811931,,False,2,2a038_00000,2026-02-22_19-58-51,3.591581344604492,7.892132997512817,35756,DESKTOP-6E08LRQ,127.0.0.1,7.892132997512817,2
1620.660400390625,3072,48,0,1771811934,,False,3,2a038_00000,2026-02-22_19-58-54,3.5062317848205566,11.398364782333374,35756,DESKTOP-6E08LRQ,127.0.0.1,11.398364782333374,3
1421.439453125,4096,64,0,1771811938,,False,4,2a038_00000,2026-02-22_19-58-58,3.759734869003296,15.15809965133667,35756,DESKTOP-6E08LRQ,127.0.0.1,15.15809965133667,4
1090.2977294921875,5120,80,0,1771811942,,False,5,2a038_00000,2026-02-22_19-59-02,3.633683919906616,18.791783571243286,35756,DESKTOP-6E08LRQ,127.0.0.1,18.791783571243286,5
1073.8599853515625,6144,96,0,1771811945,,False,6,2a038_00000,2026-02-22_19-59-05,3.6447548866271973,22.436538457870483,35756,DESKTOP-6E08LRQ,127.0.0.1,22.436538457870483,6
1126.653076171875,7168,112,0,1771811949,,False,7,2a038_00000,2026-02-22_19-59-09,3.7510035037994385,26.187541961669922,35756,DESKTOP-6E08LRQ,127.0.0.1,26.187541961669922,7
1074.4561767578125,8192,128,0,1771811952,,False,8,2a038_00000,2026-02-22_19-59-12,3.415839672088623,29.603381633758545,35756,DESKTOP-6E08LRQ,127.0.0.1,29.603381633758545,8
963.5927124023438,9216,144,0,1771811956,,False,9,2a038_00000,2026-02-22_19-59-16,3.404484987258911,33.007866621017456,35756,DESKTOP-6E08LRQ,127.0.0.1,33.007866621017456,9
1021.5846557617188,10240,160,0,1771811959,,False,10,2a038_00000,2026-02-22_19-59-19,3.392000675201416,36.39986729621887,35756,DESKTOP-6E08LRQ,127.0.0.1,36.39986729621887,10
991.5481567382812,11264,176,0,1771811963,,False,11,2a038_00000,2026-02-22_19-59-23,3.5047996044158936,39.904666900634766,35756,DESKTOP-6E08LRQ,127.0.0.1,39.904666900634766,11
902.9789428710938,12288,192,0,1771811967,,False,12,2a038_00000,2026-02-22_19-59-27,4.130019903182983,44.03468680381775,35756,DESKTOP-6E08LRQ,127.0.0.1,44.03468680381775,12
990.4771728515625,13312,208,0,1771811970,,False,13,2a038_00000,2026-02-22_19-59-30,3.5314340591430664,47.566120862960815,35756,DESKTOP-6E08LRQ,127.0.0.1,47.566120862960815,13
982.4877319335938,14336,224,0,1771811974,,False,14,2a038_00000,2026-02-22_19-59-34,3.388073205947876,50.95419406890869,35756,DESKTOP-6E08LRQ,127.0.0.1,50.95419406890869,14
916.25830078125,15360,240,0,1771811977,,False,15,2a038_00000,2026-02-22_19-59-37,3.4435431957244873,54.39773726463318,35756,DESKTOP-6E08LRQ,127.0.0.1,54.39773726463318,15
982.6461181640625,16384,256,0,1771811981,,False,16,2a038_00000,2026-02-22_19-59-41,3.4301834106445312,57.82792067527771,35756,DESKTOP-6E08LRQ,127.0.0.1,57.82792067527771,16
1144.013671875,17408,272,0,1771811984,,False,17,2a038_00000,2026-02-22_19-59-44,3.3755733966827393,61.20349407196045,35756,DESKTOP-6E08LRQ,127.0.0.1,61.20349407196045,17
967.4578247070312,18432,288,1,1771811987,,False,18,2a038_00000,2026-02-22_19-59-47,3.275052070617676,64.47854614257812,35756,DESKTOP-6E08LRQ,127.0.0.1,64.47854614257812,18
989.654296875,19456,304,1,1771811991,,False,19,2a038_00000,2026-02-22_19-59-51,3.386528253555298,67.86507439613342,35756,DESKTOP-6E08LRQ,127.0.0.1,67.86507439613342,19
961.73779296875,20480,320,1,1771811994,,False,20,2a038_00000,2026-02-22_19-59-54,3.3228602409362793,71.1879346370697,35756,DESKTOP-6E08LRQ,127.0.0.1,71.1879346370697,20
943.8946533203125,21504,336,1,1771811998,,False,21,2a038_00000,2026-02-22_19-59-58,3.5460116863250732,74.73394632339478,35756,DESKTOP-6E08LRQ,127.0.0.1,74.73394632339478,21
1198.7236328125,22528,352,1,1771812001,,False,22,2a038_00000,2026-02-22_20-00-01,3.544191837310791,78.27813816070557,35756,DESKTOP-6E08LRQ,127.0.0.1,78.27813816070557,22
1223.5301513671875,23552,368,1,1771812005,,False,23,2a038_00000,2026-02-22_20-00-05,3.5388429164886475,81.81698107719421,35756,DESKTOP-6E08LRQ,127.0.0.1,81.81698107719421,23
976.7626953125,24576,384,1,1771812008,,False,24,2a038_00000,2026-02-22_20-00-08,3.628706455230713,85.44568753242493,35756,DESKTOP-6E08LRQ,127.0.0.1,85.44568753242493,24
1074.8795166015625,25600,400,1,1771812012,,False,25,2a038_00000,2026-02-22_20-00-12,3.3131704330444336,88.75885796546936,35756,DESKTOP-6E08LRQ,127.0.0.1,88.75885796546936,25
928.3165893554688,26624,416,1,1771812015,,False,26,2a038_00000,2026-02-22_20-00-15,3.298327684402466,92.05718564987183,35756,DESKTOP-6E08LRQ,127.0.0.1,92.05718564987183,26
1039.8836669921875,27648,432,1,1771812019,,False,27,2a038_00000,2026-02-22_20-00-19,3.65248441696167,95.7096700668335,35756,DESKTOP-6E08LRQ,127.0.0.1,95.7096700668335,27
