MSE,SSIM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
108.01498384773731,0.6430373024195433,1024,32,0,1777164606,,False,1,27d37644,2026-04-25_19-50-06,5.014847755432129,5.014847755432129,29916,DESKTOP-6E08LRQ,127.0.0.1,5.014847755432129,1
77.34333896450698,0.7855711332522333,2048,64,0,1777164610,,False,2,27d37644,2026-04-25_19-50-10,4.609150409698486,9.623998165130615,29916,DESKTOP-6E08LRQ,127.0.0.1,9.623998165130615,2
89.22671515494585,0.7878929134458303,3072,96,0,1777164615,,False,3,27d37644,2026-04-25_19-50-15,4.612157821655273,14.236155986785889,29916,DESKTOP-6E08LRQ,127.0.0.1,14.236155986785889,3
61.9519255310297,0.804096382111311,4096,128,0,1777164620,,False,4,27d37644,2026-04-25_19-50-20,4.605053424835205,18.841209411621094,29916,DESKTOP-6E08LRQ,127.0.0.1,18.841209411621094,4
61.232267359271646,0.7463621839415282,5120,160,0,1777164624,,False,5,27d37644,2026-04-25_19-50-24,4.417935371398926,23.25914478302002,29916,DESKTOP-6E08LRQ,127.0.0.1,23.25914478302002,5
56.497669354081154,0.8498346924316138,6144,192,0,1777164629,,False,6,27d37644,2026-04-25_19-50-29,4.750387668609619,28.00953245162964,29916,DESKTOP-6E08LRQ,127.0.0.1,28.00953245162964,6
72.66097580641508,0.8120740274898708,7168,224,0,1777164633,,False,7,27d37644,2026-04-25_19-50-33,4.407503604888916,32.417036056518555,29916,DESKTOP-6E08LRQ,127.0.0.1,32.417036056518555,7
72.54528914391994,0.8447343679144979,8192,256,0,1777164638,,False,8,27d37644,2026-04-25_19-50-38,4.717315673828125,37.13435173034668,29916,DESKTOP-6E08LRQ,127.0.0.1,37.13435173034668,8
75.12697183713317,0.8276020011398941,9216,288,0,1777164642,,False,9,27d37644,2026-04-25_19-50-42,4.393834829330444,41.528186559677124,29916,DESKTOP-6E08LRQ,127.0.0.1,41.528186559677124,9
62.463762271218,0.8480115968268365,10240,320,0,1777164647,,False,10,27d37644,2026-04-25_19-50-47,4.644747734069824,46.17293429374695,29916,DESKTOP-6E08LRQ,127.0.0.1,46.17293429374695,10
64.60110325366259,0.840374784078449,11264,352,0,1777164651,,False,11,27d37644,2026-04-25_19-50-51,4.382351875305176,50.555286169052124,29916,DESKTOP-6E08LRQ,127.0.0.1,50.555286169052124,11
100.52385686337948,0.7857314983848482,12288,384,0,1777164656,,False,12,27d37644,2026-04-25_19-50-56,4.620167970657349,55.17545413970947,29916,DESKTOP-6E08LRQ,127.0.0.1,55.17545413970947,12
