CUSTOM,example_num,batch_step,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
30701.208984375,64,1,0,1771812051,,False,1,74a13_00000,2026-02-22_20-00-51,1.021347999572754,1.021347999572754,33116,DESKTOP-6E08LRQ,127.0.0.1,1.021347999572754,1
30342.58203125,128,2,0,1771812051,,False,2,74a13_00000,2026-02-22_20-00-51,0.4068794250488281,1.428227424621582,33116,DESKTOP-6E08LRQ,127.0.0.1,1.428227424621582,2
28742.326171875,192,3,0,1771812051,,False,3,74a13_00000,2026-02-22_20-00-51,0.3711225986480713,1.7993500232696533,33116,DESKTOP-6E08LRQ,127.0.0.1,1.7993500232696533,3
76480.890625,256,4,0,1771812052,,False,4,74a13_00000,2026-02-22_20-00-52,0.3491208553314209,2.148470878601074,33116,DESKTOP-6E08LRQ,127.0.0.1,2.148470878601074,4
26446.669921875,320,5,0,1771812052,,False,5,74a13_00000,2026-02-22_20-00-52,0.348524808883667,2.496995687484741,33116,DESKTOP-6E08LRQ,127.0.0.1,2.496995687484741,5
31290.953125,384,6,0,1771812052,,False,6,74a13_00000,2026-02-22_20-00-52,0.37296366691589355,2.8699593544006348,33116,DESKTOP-6E08LRQ,127.0.0.1,2.8699593544006348,6
16561.03125,448,7,0,1771812053,,False,7,74a13_00000,2026-02-22_20-00-53,0.37300682067871094,3.2429661750793457,33116,DESKTOP-6E08LRQ,127.0.0.1,3.2429661750793457,7
12629.9287109375,512,8,0,1771812053,,False,8,74a13_00000,2026-02-22_20-00-53,0.3911457061767578,3.6341118812561035,33116,DESKTOP-6E08LRQ,127.0.0.1,3.6341118812561035,8
10099.2294921875,576,9,0,1771812054,,False,9,74a13_00000,2026-02-22_20-00-54,0.4200417995452881,4.054153680801392,33116,DESKTOP-6E08LRQ,127.0.0.1,4.054153680801392,9
7343.17578125,640,10,0,1771812054,,False,10,74a13_00000,2026-02-22_20-00-54,0.38206911087036133,4.436222791671753,33116,DESKTOP-6E08LRQ,127.0.0.1,4.436222791671753,10
4933.94873046875,704,11,0,1771812054,,False,11,74a13_00000,2026-02-22_20-00-54,0.33887743949890137,4.775100231170654,33116,DESKTOP-6E08LRQ,127.0.0.1,4.775100231170654,11
5115.6201171875,768,12,0,1771812055,,False,12,74a13_00000,2026-02-22_20-00-55,0.3322145938873291,5.107314825057983,33116,DESKTOP-6E08LRQ,127.0.0.1,5.107314825057983,12
4291.70458984375,832,13,0,1771812055,,False,13,74a13_00000,2026-02-22_20-00-55,0.35680103302001953,5.464115858078003,33116,DESKTOP-6E08LRQ,127.0.0.1,5.464115858078003,13
3610.52587890625,896,14,0,1771812055,,False,14,74a13_00000,2026-02-22_20-00-55,0.36873674392700195,5.832852602005005,33116,DESKTOP-6E08LRQ,127.0.0.1,5.832852602005005,14
5840.15478515625,960,15,0,1771812056,,False,15,74a13_00000,2026-02-22_20-00-56,0.3237762451171875,6.156628847122192,33116,DESKTOP-6E08LRQ,127.0.0.1,6.156628847122192,15
3294.578125,1024,16,0,1771812056,,False,16,74a13_00000,2026-02-22_20-00-56,0.3923459053039551,6.5489747524261475,33116,DESKTOP-6E08LRQ,127.0.0.1,6.5489747524261475,16
3051.785888671875,1088,17,0,1771812057,,False,17,74a13_00000,2026-02-22_20-00-57,0.38346123695373535,6.932435989379883,33116,DESKTOP-6E08LRQ,127.0.0.1,6.932435989379883,17
2857.526611328125,1152,18,0,1771812057,,False,18,74a13_00000,2026-02-22_20-00-57,0.3486661911010742,7.281102180480957,33116,DESKTOP-6E08LRQ,127.0.0.1,7.281102180480957,18
4118.95361328125,1216,19,0,1771812057,,False,19,74a13_00000,2026-02-22_20-00-57,0.329359769821167,7.610461950302124,33116,DESKTOP-6E08LRQ,127.0.0.1,7.610461950302124,19
2491.80517578125,1280,20,0,1771812058,,False,20,74a13_00000,2026-02-22_20-00-58,0.37880516052246094,7.989267110824585,33116,DESKTOP-6E08LRQ,127.0.0.1,7.989267110824585,20
3229.555419921875,1344,21,0,1771812058,,False,21,74a13_00000,2026-02-22_20-00-58,0.3340573310852051,8.32332444190979,33116,DESKTOP-6E08LRQ,127.0.0.1,8.32332444190979,21
2431.346435546875,1408,22,0,1771812058,,False,22,74a13_00000,2026-02-22_20-00-58,0.32272815704345703,8.646052598953247,33116,DESKTOP-6E08LRQ,127.0.0.1,8.646052598953247,22
3286.65625,1472,23,0,1771812059,,False,23,74a13_00000,2026-02-22_20-00-59,0.3511970043182373,8.997249603271484,33116,DESKTOP-6E08LRQ,127.0.0.1,8.997249603271484,23
