SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
1.0,4.0,1.0,12.0,narrow,instance,0.0,zeros,32.0,0.0045542497456215,45046304.0,262.62164920568466,0.015448089766437
1.0,3.0,1.0,13.0,wide,instance,0.0,zeros,64.0,0.0063032579650268,8113256.0,216.7523223161697,0.0188545042060468
0.0,4.0,0.0,32.0,narrow,group,0.0,zeros,32.0,0.0011582066391826,2573185.0,247.95895149931312,0.0131670118434641
0.0,4.0,1.0,11.0,wide,group,0.0,replicate,128.0,0.0008676108016678,158503.0,239.9140662997961,0.0442683069832128
1.0,4.0,1.0,22.0,wide,none,0.0,replicate,32.0,0.0019340166735408,9376444.0,227.1691017746925,0.0521160251519177
1.0,4.0,0.0,24.0,medium,none,0.0,replicate,128.0,0.002371315385856,3790905.0,179.45432245731354,0.2970238036650698
1.0,4.0,0.0,27.0,wide,none,0.0,replicate,128.0,0.0029001383412957,4761753.0,159.72457671165466,0.2687146952375769
1.0,3.0,1.0,20.0,medium,none,0.0,replicate,128.0,0.0018108217429922,16318278.0,160.47890070080757,0.0548605837939248
1.0,4.0,0.0,27.0,wide,none,0.0,replicate,64.0,0.0034455703544432,3098105.0,154.3464300557971,0.2243284597107049
1.0,4.0,0.0,15.0,medium,none,0.0,replicate,64.0,0.0092813271614427,1224982.0,192.6066507697105,0.081838088837685
1.0,3.0,0.0,15.0,medium,none,0.0,replicate,64.0,0.0096751698652263,1048471.0,167.61748754233122,0.3265390269516501
1.0,3.0,0.0,14.0,medium,none,0.0,replicate,128.0,0.004930565191622,259173.0,235.03782218694687,0.0870586267483304
1.0,3.0,0.0,10.0,medium,group,0.0,replicate,64.0,0.0099840020818909,2651758.0,119.16933253407478,0.5929115073377034
1.0,3.0,0.0,10.0,medium,group,0.0,replicate,64.0,0.0091678064657889,2640078.0,148.5935483276844,0.5532281180421705
1.0,3.0,0.0,10.0,medium,group,0.0,replicate,64.0,0.0036608948998308,3292557.0,132.62028187513351,0.5833505384180171
1.0,3.0,0.0,10.0,medium,group,0.0,replicate,64.0,0.0063436588943736,6472510.0,121.42411562800407,0.4870392552620615
1.0,3.0,0.0,11.0,medium,group,0.0,replicate,64.0,0.0032300755929749,7350069.0,123.67300775647163,0.4639827503924607
1.0,3.0,0.0,10.0,medium,group,0.0,replicate,64.0,0.0068077983657589,8372241.0,126.95607613027096,0.5748840144769929
1.0,3.0,0.0,12.0,medium,group,0.0,replicate,64.0,0.0024835862792627,11880398.0,161.41411405801773,0.3168238019643468
1.0,3.0,0.0,12.0,medium,instance,0.0,replicate,64.0,0.0062065716092595,6590570.0,120.23963761329652,0.5907126926904311
1.0,3.0,0.0,10.0,medium,group,0.0,replicate,128.0,0.0015805005718428,9192046.0,144.30318611860275,0.5204113664585748
1.0,3.0,0.0,17.0,narrow,group,0.0,replicate,64.0,0.0078286279949247,10450265.0,109.2537423670292,0.6413885867223144
1.0,3.0,0.0,24.0,narrow,group,0.0,replicate,64.0,0.0050386374643074,9501080.0,101.61207580566406,0.5392013294040225
1.0,3.0,0.0,13.0,narrow,group,0.0,replicate,64.0,0.007649416352096,2038123.0,122.18709215521812,0.443030616370379
0.0,3.0,0.0,14.0,narrow,group,0.0,replicate,32.0,0.0054771108557631,20991177.0,188.7027577161789,0.0867040191078558
1.0,3.0,0.0,29.0,narrow,instance,0.0,zeros,64.0,0.0041478497344164,47350082.0,128.03744691610336,0.7114467315841466
0.0,3.0,1.0,27.0,narrow,instance,0.0,zeros,32.0,0.0001951823370636,32067486.0,187.2629986256361,0.0732457049452932
1.0,3.0,0.0,23.0,narrow,instance,0.0,zeros,64.0,0.0014101576846032,23760229.0,115.38204331696032,0.695652891532518
1.0,3.0,0.0,22.0,narrow,instance,0.0,zeros,64.0,0.0014448094512224,19854068.0,90.7432163208723,0.6368663155590184
1.0,3.0,0.0,22.0,narrow,instance,0.0,zeros,64.0,0.0013179100517564,19726195.0,102.57755875587463,0.6780003790045157
1.0,3.0,0.0,22.0,narrow,instance,0.0,zeros,64.0,0.0012398132729283,21573632.0,93.0587092489004,0.6536668424960226
1.0,3.0,0.0,22.0,narrow,instance,0.0,zeros,64.0,0.001283140130781,22069824.0,82.88395410776138,0.6417993038194254
0.0,3.0,0.0,20.0,narrow,instance,0.0,zeros,32.0,0.0006101957547247,15114220.0,184.90889915823936,0.3223098701855633
0.0,3.0,0.0,20.0,wide,instance,0.0,zeros,32.0,0.000695442632601,3135107.0,76.60716517269611,0.7925130893709138
0.0,4.0,0.0,20.0,wide,instance,0.0,zeros,32.0,0.0003883830659899,9323378.0,71.5705339834094,0.7859880737960339
0.0,4.0,0.0,20.0,wide,instance,0.0,zeros,32.0,0.0003805599693867,12539930.0,108.70937726646662,0.7009574006078765
0.0,4.0,0.0,19.0,wide,instance,0.0,zeros,32.0,0.0005070111651232,11359009.0,81.07514898478985,0.7634386324789375
0.0,4.0,0.0,19.0,wide,instance,0.0,zeros,32.0,0.0005311725037867,10801252.0,92.80664909631014,0.6320172018895391
