SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,3.0,1.0,10.0,medium,group,0.0,replicate,64.0,0.0001389969168569,350378.0,188.73503077030185,0.0186918923949122
0.0,3.0,1.0,10.0,medium,instance,0.0,replicate,256.0,0.0057941730654874,2046328.0,244.60022521018985,0.0136354437197496
0.0,3.0,1.0,29.0,medium,none,0.0,replicate,256.0,0.0003454050022328,9750023.0,225.9276649653912,0.0181718596771816
0.0,3.0,1.0,14.0,narrow,instance,0.0,zeros,256.0,0.0001762745322357,37355489.0,265.91681522130966,0.0128340483511806
0.0,3.0,1.0,22.0,wide,none,0.0,zeros,256.0,0.0008273474909044,16856524.0,199.13163626194,0.021868434339467
0.0,3.0,1.0,22.0,wide,none,0.0,zeros,128.0,0.0031136520158123,64750684.0,215.5958859026432,0.0324800150356168
0.0,3.0,1.0,22.0,wide,none,0.0,zeros,128.0,0.0033247285489474,65633754.0,259.32227501273155,0.0330641583741453
0.0,3.0,1.0,22.0,wide,none,0.0,zeros,128.0,0.0037604791519471,62741149.0,237.6130921691656,0.0469045936806651
0.0,3.0,1.0,33.0,wide,none,0.0,zeros,128.0,0.0045135332454622,155243399.0,174.44287663698196,0.0690396525351388
0.0,3.0,1.0,33.0,wide,none,0.0,zeros,64.0,0.0096541795833214,55663891.0,179.72093284130096,0.0727256541140377
0.0,4.0,1.0,33.0,wide,none,0.0,zeros,128.0,0.0016416708731498,96418058.0,210.3211525082588,0.0986479626080836
0.0,4.0,1.0,27.0,wide,instance,0.0,zeros,64.0,0.0016773556462006,68258136.0,190.8952775299549,0.0844034199617453
0.0,4.0,1.0,26.0,narrow,instance,0.0,zeros,64.0,0.0014258147962491,38371669.0,164.71440079808235,0.5306591548560391
0.0,4.0,1.0,28.0,narrow,instance,0.0,zeros,64.0,0.0013130862740098,35718585.0,140.79513031244278,0.5004144768172409
0.0,4.0,1.0,19.0,narrow,instance,0.0,zeros,64.0,0.000503716852302,17240785.0,180.69402068853373,0.254197587055387
0.0,4.0,1.0,18.0,narrow,instance,0.0,zeros,64.0,0.0005152247927849,16234631.0,179.8194279074669,0.2614979095524177
0.0,4.0,1.0,25.0,narrow,instance,0.0,zeros,32.0,0.0012281125274938,14743460.0,216.43636065721512,0.5301288916962221
0.0,4.0,1.0,25.0,narrow,instance,0.0,zeros,32.0,0.0013069632584496,4045860.0,84.9271222949028,0.68561020353809
0.0,4.0,1.0,25.0,narrow,instance,0.0,zeros,32.0,0.0021929160445842,4390087.0,112.93313002586363,0.4979522949433885
0.0,4.0,1.0,25.0,narrow,instance,0.0,zeros,32.0,0.000282893453754,5208442.0,147.01304879784584,0.3590690117562189
0.0,4.0,1.0,20.0,narrow,instance,0.0,zeros,32.0,0.0009061710104518,4741571.0,158.05897343158722,0.5339272207347676
0.0,4.0,1.0,24.0,narrow,instance,0.0,zeros,32.0,0.0010588488874306,16839688.0,128.72699791193008,0.3541316222690511
