SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,1.0,10.0,wide,group,0.0,zeros,256.0,0.0035583525215636,93760.0,270.68583619594574,0.0199364817378864
0.0,4.0,1.0,19.0,medium,instance,0.0,zeros,256.0,0.0004884927531007,43396376.0,202.58866715431213,0.1403408933547325
0.0,3.0,1.0,14.0,narrow,instance,0.0,zeros,256.0,0.0020896438567188,3493299.0,182.1028814315796,0.31898594260565
0.0,3.0,1.0,21.0,narrow,group,0.0,replicate,256.0,0.0047862132548405,15521281.0,164.22076153755188,0.1919692233241221
0.0,3.0,1.0,15.0,medium,instance,0.0,zeros,256.0,0.001439606092289,17071436.0,137.28863736987114,0.4784190088081459
0.0,3.0,1.0,14.0,medium,instance,0.0,zeros,64.0,0.0013997392303478,11371299.0,175.66560569405556,0.4599507077573435
0.0,3.0,1.0,16.0,wide,instance,0.0,replicate,128.0,0.0021615728803475,1316367.0,187.14236241579056,0.197016286498183
0.0,3.0,1.0,20.0,narrow,instance,0.0,zeros,128.0,0.0075987578538476,18463764.0,170.08868074417114,0.2630103641822643
0.0,3.0,1.0,16.0,medium,instance,0.0,zeros,32.0,0.0032789912874905,23141607.0,219.33219629526133,0.044492515589809
0.0,4.0,1.0,18.0,medium,instance,0.0,zeros,256.0,0.0006552281220413,30278830.0,167.2331614792347,0.177522964309901
0.0,4.0,1.0,23.0,medium,instance,0.0,zeros,256.0,0.0003376618653114,93894398.0,171.62348318099976,0.200414324295707
0.0,4.0,1.0,24.0,medium,instance,0.0,zeros,64.0,0.0008288797343803,141372190.0,164.26039040088654,0.2895503691688645
0.0,3.0,1.0,13.0,medium,instance,0.0,replicate,64.0,0.0005458773430449,5180565.0,126.1137148886919,0.4717107593169203
0.0,3.0,1.0,13.0,narrow,instance,0.0,replicate,64.0,0.0003743512606726,9450061.0,92.47346524894238,0.5751502512721345
0.0,3.0,1.0,15.0,medium,instance,0.0,replicate,64.0,0.0005575568001918,5941347.0,151.84850752353668,0.4648219268638058
0.0,3.0,1.0,15.0,medium,instance,0.0,replicate,64.0,0.0004910405067451,3750306.0,158.19462952017784,0.4601073329686187
0.0,3.0,1.0,15.0,medium,instance,0.0,replicate,32.0,0.0004885171434973,3396811.0,145.2230273783207,0.3720071171992458
0.0,3.0,1.0,17.0,medium,instance,0.0,replicate,64.0,0.0001790575132998,7396136.0,114.46902051568031,0.4148199878923151
0.0,3.0,1.0,17.0,narrow,instance,0.0,replicate,128.0,0.0007589232644134,9450474.0,130.05525523424149,0.608470533246873
