SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,1.0,13.0,wide,none,0.0,zeros,64.0,0.0020076972293897,2176257.0,242.17328450083733,0.0143583588153433
0.0,3.0,0.0,27.0,wide,group,0.0,replicate,32.0,0.000114752307971,19834609.0,112.77334815263748,0.664654550346313
0.0,4.0,0.0,14.0,wide,instance,0.0,zeros,128.0,0.000286753304855,7235962.0,141.0488688647747,0.4744704118347727
0.0,4.0,0.0,24.0,medium,group,0.0,replicate,256.0,0.0003110282416043,4594063.0,128.38420335948467,0.6782135195098817
0.0,3.0,0.0,29.0,medium,group,0.0,replicate,128.0,0.0004529927511165,349677.0,138.79536452889442,0.5874629775498761
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,64.0,0.0001256650703254,17421405.0,92.78660254180431,0.7079745909431949
0.0,3.0,0.0,27.0,medium,group,0.0,replicate,64.0,0.0001364502362074,22156685.0,88.35967819392681,0.7218283120309934
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,64.0,0.0001662903893092,16305149.0,73.87166863679886,0.7365603790967725
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,64.0,0.0002083123685854,18433821.0,81.8270290941,0.736288238898851
0.0,3.0,0.0,24.0,medium,group,0.0,replicate,64.0,0.0003028199924633,12163776.0,72.62430989742279,0.7488898446317762
0.0,3.0,0.0,27.0,medium,group,0.0,replicate,128.0,0.0009195364749896,3253505.0,96.62418287992476,0.7306282939389348
0.0,3.0,0.0,29.0,medium,group,0.0,replicate,32.0,0.0001021531047123,42590542.0,86.43305416405201,0.7392983114114031
0.0,3.0,0.0,29.0,medium,group,0.0,replicate,32.0,0.0001520184459314,41400554.0,83.00847022235394,0.8025231019128114
0.0,3.0,0.0,31.0,medium,group,0.0,replicate,64.0,0.0001543045481813,70816964.0,88.84414939582348,0.706326219951734
0.0,3.0,0.0,22.0,medium,group,0.0,replicate,32.0,0.0001022872398468,19015192.0,126.41688375175,0.6779690110124648
0.0,4.0,0.0,12.0,medium,group,0.0,replicate,128.0,0.0002439924434683,5415505.0,112.54381835460664,0.6187295173294842
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,32.0,0.0001750894129887,26029194.0,75.32980258762836,0.7584396615857258
0.0,3.0,0.0,28.0,medium,group,0.0,replicate,32.0,0.0022345468246573,8718154.0,71.1437668055296,0.7040483060991392
0.0,3.0,0.0,27.0,medium,group,0.0,replicate,64.0,0.0001463458495389,20763035.0,83.25921049714088,0.7131753662833944
0.0,3.0,0.0,31.0,medium,group,0.0,replicate,64.0,0.0002074849923985,46471636.0,104.8416784144938,0.6863306981977075
0.0,3.0,0.0,28.0,medium,group,0.0,replicate,64.0,0.0002799331072475,24141653.0,90.69648173451424,0.6896899866405874
0.0,3.0,0.0,32.0,medium,group,0.0,replicate,64.0,0.0001854610088649,23564318.0,86.72449889034033,0.7493919271946652
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,64.0,0.000156439199756,34135301.0,104.50827305018902,0.7278410301078111
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,64.0,0.0001614744330525,32491434.0,111.26373852789402,0.7267709880834445
0.0,3.0,0.0,24.0,medium,group,0.0,replicate,64.0,0.0002112328324717,38545470.0,98.2123854458332,0.6962248602940235
0.0,3.0,0.0,26.0,medium,group,0.0,replicate,64.0,0.000339535795765,30026147.0,86.0994658023119,0.6632182863540947
0.0,4.0,0.0,14.0,medium,group,0.0,zeros,128.0,0.0011678609109591,7628321.0,109.8677514642477,0.5437208259245381
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,64.0,0.0001649799085703,31825614.0,79.96054963767529,0.7185530958813615
0.0,3.0,0.0,26.0,medium,group,0.0,replicate,64.0,0.0001996203488572,30192269.0,85.14562286436558,0.7547593575436622
0.0,3.0,0.0,28.0,medium,group,0.0,replicate,64.0,0.0001354148901591,43822012.0,98.76903335750104,0.7224361308617517
0.0,3.0,0.0,30.0,medium,group,0.0,replicate,64.0,0.0001109707741095,24862924.0,77.98763903975487,0.7066161448601633
0.0,3.0,0.0,26.0,medium,group,0.0,replicate,64.0,0.0002046840508255,27515688.0,101.0799783654511,0.6480352944345213
0.0,3.0,0.0,26.0,medium,group,0.0,replicate,64.0,0.0003044986714035,24762258.0,85.53316533565521,0.6906546743994113
0.0,3.0,0.0,28.0,medium,group,0.0,replicate,64.0,0.0003331410273271,28076782.0,88.91749879717827,0.7054115022765473
0.0,3.0,0.0,24.0,medium,group,0.0,zeros,64.0,0.0001304819564198,13478754.0,84.55106842517853,0.7505748246330768
0.0,3.0,0.0,30.0,medium,none,0.0,zeros,32.0,0.0001007794775086,10286887.0,86.11087938398123,0.7881095902994275
0.0,3.0,0.0,33.0,medium,none,0.0,zeros,32.0,0.0001428944454664,12200575.0,77.88155309855938,0.777604890987277
0.0,3.0,0.0,30.0,medium,none,0.0,zeros,32.0,0.0001225956911928,7959477.0,65.60360307991505,0.8212954306509346
0.0,3.0,0.0,30.0,medium,none,0.0,zeros,32.0,0.0001158643013548,6469959.0,78.32819117605686,0.8091171332634985
0.0,3.0,0.0,30.0,medium,none,0.0,zeros,32.0,0.0001127286147281,3031081.0,58.1316693648696,0.8091641559731215
0.0,3.0,0.0,31.0,medium,none,0.0,zeros,32.0,0.0001146712302633,3629125.0,66.2902674973011,0.8272131907287985
