SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,0.0,19.0,medium,group,0.0,zeros,128.0,0.0096355005514921,24835072.0,206.28925439715383,0.0114321917419744
0.0,3.0,0.0,13.0,narrow,instance,0.0,zeros,32.0,0.0055741013746559,986353.0,201.76643820106983,0.0169767398881077
0.0,3.0,1.0,19.0,wide,instance,0.0,replicate,256.0,0.0078541139442491,1276498.0,201.5764336287976,0.0185637335521278
1.0,3.0,0.0,25.0,narrow,group,0.0,replicate,128.0,0.0007795443044628,71472792.0,117.60398514568806,0.5818757347005885
1.0,4.0,1.0,10.0,medium,none,0.0,replicate,32.0,0.0035434254593304,21599910.0,215.11999851465225,0.0201977828388635
1.0,3.0,0.0,16.0,wide,group,0.0,zeros,128.0,0.0005692455250948,105138.0,184.40375220775604,0.1968483719392679
1.0,3.0,0.0,15.0,wide,group,0.0,zeros,128.0,0.0005619516782741,96137.0,182.68472558259964,0.2407779679674604
1.0,3.0,0.0,22.0,wide,group,0.0,zeros,128.0,0.0002892872523047,4846653.0,156.81185266375542,0.277404177646531
1.0,3.0,0.0,23.0,wide,group,0.0,zeros,256.0,0.0002188789717146,6368408.0,188.79670891165733,0.1702489372983109
1.0,3.0,0.0,21.0,wide,group,0.0,zeros,128.0,0.0015868512722415,4577584.0,121.92246061563492,0.4713102975074434
1.0,3.0,0.0,27.0,wide,group,0.0,replicate,256.0,0.0012333066884089,13356593.0,171.1179249882698,0.3514811976492638
1.0,3.0,0.0,29.0,narrow,group,0.0,replicate,256.0,0.0015577044109026,70684637.0,141.65692222118378,0.4477347550782724
1.0,3.0,1.0,33.0,narrow,group,0.0,replicate,256.0,0.0013112486908139,78939599.0,225.02805519104004,0.0928644257764972
1.0,3.0,0.0,27.0,wide,group,0.0,replicate,256.0,0.0009899218713341,14764211.0,203.87760654091835,0.3342672588296409
1.0,3.0,0.0,17.0,wide,none,0.0,replicate,256.0,0.0027538994262253,18864741.0,164.7230933457613,0.3184780094079542
