IS_dropout,IS_exp_kernel,IS_gen_fill,IS_gen_hidden_dim,IS_gen_neck,IS_layer_norm,IS_normalize,IS_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,0.0,22.0,narrow,none,0.0,replicate,32.0,0.0004251288116974,9033811.0,24133.565096855164,0.713295363355428
0.0,4.0,0.0,10.0,medium,none,0.0,zeros,32.0,0.0002209721347039,1498471.0,17903.94550180435,0.6803974809590727
0.0,4.0,0.0,17.0,narrow,none,0.0,replicate,32.0,0.0001885434562246,3322619.0,18639.29656744004,0.6936655420577154
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0008652857488065,1708930.0,23555.789481163025,0.6783092978876084
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0008066070916282,1805342.0,19790.89612770081,0.6990060433745384
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0006216643520302,2324978.0,16746.54824924469,0.6956533289048821
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0006079330914566,2153678.0,16806.380868911743,0.630151143646799
0.0,4.0,0.0,11.0,wide,none,0.0,zeros,32.0,0.0002769135657656,1039163.0,15668.6585187912,0.6911349100992084
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0003382882686722,2019183.0,21818.82928752899,0.6847121061291546
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0007323405819572,4170117.0,17175.38220500946,0.7000350372400135
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0009097163775591,16279349.0,19634.77789878845,0.6441067189443856
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010643361313952,3015035.0,16608.77883052826,0.7032502668444067
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0014997079192481,2340467.0,19796.5856924057,0.6941105837468058
0.0,4.0,0.0,19.0,narrow,none,0.0,replicate,32.0,0.001229522918609,4548042.0,22585.79496574402,0.6048142599174753
0.0,4.0,0.0,32.0,narrow,none,0.0,replicate,32.0,0.0017678145851606,7826303.0,17509.977653503418,0.7028241283260286
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0015141550079426,2745088.0,21017.813549041748,0.6747100653592497
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0003191027683189,1973043.0,19416.462279319763,0.6802911270642653
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0001456365334715,2943029.0,13310.681287765505,0.6934670661576092
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0013512002130106,4369623.0,20347.244358062744,0.7021575877442956
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010174097704575,21403319.0,16996.727783203125,0.7206766344606876
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010226173095827,18065238.0,25328.25195217133,0.639631916070357
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0006417403554683,8427114.0,20884.54693722725,0.7097368948161602
0.0,4.0,0.0,12.0,narrow,none,0.0,replicate,32.0,0.0041424673438423,5226354.0,17153.7698097229,0.7012303229421377
0.0,4.0,0.0,12.0,narrow,none,0.0,replicate,32.0,0.0038999596251195,5072340.0,17391.692973136902,0.7093736880924553
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0043501623684947,11366976.0,20420.43738651276,0.6740720004308969
0.0,4.0,0.0,13.0,narrow,none,0.0,replicate,32.0,0.0052226291495106,39121892.0,23639.268083572388,0.5901308788452297
0.0,4.0,0.0,14.0,narrow,none,0.0,replicate,32.0,0.0011207289336481,5168911.0,17819.04816675186,0.6989770501386374
0.0,4.0,0.0,13.0,medium,none,0.0,replicate,32.0,0.0003770848471542,20421411.0,19004.89321231842,0.6363463484449312
0.0,4.0,0.0,13.0,medium,none,0.0,replicate,32.0,0.0003391397078337,23026888.0,16453.483291864395,0.6787676445674151
0.0,4.0,0.0,13.0,medium,none,0.0,replicate,32.0,0.0004243419645103,17317699.0,20418.152171373367,0.6636145012453198
0.0,4.0,0.0,11.0,medium,none,0.0,replicate,32.0,0.0012750395763959,482296.0,19926.192321777344,0.6479358008364215
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010565779183918,1699533.0,14408.100396156313,0.7228340634610504
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0008244677272956,3198076.0,15468.682810306547,0.7099965524394065
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0009578919876136,4611024.0,16257.390169620514,0.6780358959222212
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0007345138099564,1918391.0,18101.23122787476,0.7131757426541299
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0006768277599795,1810373.0,23208.361728668213,0.6518604545854032
0.0,4.0,0.0,10.0,wide,none,0.0,zeros,32.0,0.0007433271430526,410234.0,22334.087755203247,0.6858160223346204
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010089367431141,2178445.0,18351.823336601257,0.7162414039485157
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0011252500343226,2151772.0,20864.287558555603,0.6081796920625493
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.001132651713601,2079478.0,17865.811636924744,0.6617543277097866
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010183680875371,2429862.0,16961.748670578003,0.6937936302274466
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0012539687820412,2074675.0,20432.131661057472,0.7170751666417345
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0014104654386421,1625972.0,15733.01196116209,0.7096815865952522
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0002130068652736,1994407.0,17299.882879257202,0.6874714235309511
0.0,4.0,0.0,11.0,narrow,none,0.0,zeros,32.0,0.0008783292093536,4521695.0,20346.516432523727,0.5936551389750093
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0011002373142717,5721443.0,18667.37617492676,0.7233762668911368
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0008871202755804,1485319.0,18514.285632133484,0.6656707092188299
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0010927492868363,3616957.0,17723.076900482178,0.7080434781964868
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0011739681857754,5726789.0,23861.07830429077,0.6528418431989849
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0001215401787168,2062308.0,17791.750175476074,0.6903019507881254
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.001900516786199,4101627.0,12867.608228683472,0.6959100101375952
0.0,4.0,0.0,10.0,narrow,none,0.0,zeros,32.0,0.0002743802183565,2388725.0,15558.308745384216,0.6787841343320906
0.0,4.0,0.0,10.0,narrow,none,0.0,zeros,32.0,0.0002658442144588,2476947.0,19991.69202041626,0.7042123703286052
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0007182182662024,2173937.0,15025.549882173538,0.7139939684420824
0.0,4.0,0.0,13.0,narrow,none,0.0,zeros,32.0,0.0010764927473324,31407147.0,18861.042009711266,0.6812806179514155
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0002408435702814,21280022.0,24668.78257656097,0.6067443967331201
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0002749471723034,3118628.0,19259.55982732773,0.6407776003470644
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0001619703698283,18518846.0,21197.559955596924,0.7062351058702916
0.0,4.0,0.0,12.0,narrow,none,0.0,replicate,32.0,0.0001518014955131,25424513.0,22524.678310394287,0.7178847517352551
0.0,4.0,0.0,14.0,narrow,none,0.0,replicate,32.0,0.0002079674882323,29110147.0,15296.573722839355,0.7136565502732992
0.0,4.0,0.0,15.0,narrow,none,0.0,replicate,32.0,0.0002027498462413,32910114.0,20259.53516292572,0.7102058476302773
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0003430990224422,17488314.0,19307.770587921143,0.7203823004383594
0.0,4.0,0.0,10.0,medium,none,0.0,replicate,32.0,0.0002247987425172,12436035.0,17947.533217787743,0.6623223699862137
0.0,4.0,0.0,17.0,narrow,none,0.0,replicate,32.0,0.0002571971645106,5614910.0,21191.308267593384,0.715384105220437
0.0,4.0,0.0,10.0,narrow,none,0.0,zeros,32.0,0.0001600772149918,19503504.0,20258.86525642872,0.7081450424157083
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0008291183634754,2888426.0,17147.697525024414,0.7257012638729066
0.0,4.0,0.0,16.0,narrow,none,0.0,replicate,32.0,0.000295786201035,2406303.0,19712.949700832367,0.683494093362242
0.0,4.0,0.0,10.0,narrow,none,0.0,zeros,32.0,0.0012817247065065,1985371.0,24531.633315086365,0.6674706726334989
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.000925613059834,18122672.0,22861.386633872982,0.5370341908419505
0.0,4.0,0.0,12.0,narrow,none,0.0,replicate,32.0,0.000195416788455,48401993.0,20795.76400184632,0.728314409032464
0.0,4.0,0.0,14.0,narrow,group,0.0,replicate,32.0,0.0083825099580488,33515124.0,22398.2019405365,0.429417785431724
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0007916735372662,6778827.0,22376.104671120644,0.594435459934175
0.0,4.0,0.0,12.0,narrow,none,0.0,replicate,32.0,0.000249746915003,2325015.0,21274.758213996887,0.6637627868913114
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0001568732923225,18922775.0,16740.69276714325,0.7075580954551697
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0001644327888194,19202269.0,26697.061374664307,0.6942340561654419
0.0,4.0,0.0,10.0,medium,none,0.0,zeros,32.0,0.0001616080838796,11772267.0,15624.243671417236,0.6976501208264381
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0001490720502352,18258873.0,20156.682899475098,0.6972755487076938
0.0,4.0,0.0,10.0,narrow,none,0.0,zeros,32.0,0.000157842601155,20840062.0,16733.132088661194,0.6235675128409639
0.0,4.0,0.0,10.0,narrow,none,0.0,replicate,32.0,0.0001668735394718,18869383.0,24461.59835529328,0.7119208492804319
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0002075386657048,25473389.0,16918.202626228333,0.7246418849099427
0.0,4.0,0.0,32.0,narrow,none,0.0,zeros,32.0,0.0010398532797359,97957218.0,18612.32436466217,0.6039018137380481
0.0,4.0,0.0,11.0,narrow,none,0.0,replicate,32.0,0.0013005382690317,2043034.0,45348.1906747818,0.5050727868219838
0.0,4.0,0.0,28.0,narrow,none,0.0,replicate,32.0,0.000926188212418,108904566.0,17152.918867111206,0.6970629212446511
0.0,4.0,0.0,17.0,narrow,none,0.0,replicate,32.0,0.0008452550707071,4677215.0,29984.19421672821,0.6261665564961731
0.0,4.0,0.0,10.0,wide,none,0.0,zeros,32.0,0.00021334247929473302,4055435.0,19835.639457702637,0.6759864643681794
