IS_dropout,IS_exp_kernel,IS_gen_fill,IS_gen_hidden_dim,IS_gen_neck,IS_layer_norm,IS_normalize,IS_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,1.0,19.0,medium,group,0.0,replicate,256.0,0.0035565305114854,946397.0,68318.78748703003,0.0209216165540055
0.0,4.0,0.0,16.0,medium,none,0.0,replicate,128.0,0.0011959391661678,78221.0,47142.47108268738,0.0822028407055768
0.0,3.0,0.0,16.0,medium,instance,0.0,replicate,128.0,0.000113646291012,9367724.0,40831.50859260559,0.1428534777587629
0.0,4.0,0.0,29.0,narrow,instance,0.0,replicate,256.0,0.0024704247326608,1554562.0,37922.82919692993,0.4774588785949163
0.0,4.0,0.0,26.0,medium,instance,0.0,replicate,32.0,0.004376918413091,33640258.0,25674.182342529297,0.5473937964998186
0.0,3.0,0.0,33.0,medium,instance,0.0,zeros,32.0,0.0097938539424807,146902604.0,23788.89835739136,0.6082681835396215
0.0,3.0,0.0,25.0,medium,instance,0.0,zeros,64.0,0.0096261453296374,44677265.0,23802.412267684937,0.652466757572256
0.0,3.0,0.0,34.0,medium,instance,0.0,zeros,32.0,0.0044699649485111,72461671.0,20317.69913673401,0.6453445022925735
0.0,4.0,0.0,26.0,medium,instance,0.0,zeros,64.0,0.0054242336849365,50861946.0,21317.072395324707,0.5994459826033562
0.0,4.0,0.0,25.0,medium,none,0.0,zeros,64.0,0.0015920124173274,3935359.0,19397.51407623291,0.7041858579032123
0.0,4.0,0.0,13.0,medium,none,0.0,zeros,64.0,0.000814868806863,1404522.0,23876.39788722992,0.6988102947361767
0.0,4.0,0.0,27.0,medium,instance,0.0,zeros,64.0,0.0050994294701463,22270996.0,22604.789991378784,0.607807117397897
0.0,4.0,0.0,25.0,medium,instance,0.0,zeros,64.0,0.0023072746869364,42655098.0,19424.197275161743,0.6586184050393058
0.0,4.0,0.0,16.0,medium,group,0.0,zeros,64.0,0.0057418564811738,2833351.0,31104.91662025452,0.6151746275136247
0.0,4.0,0.0,18.0,medium,group,0.0,zeros,32.0,0.0030434904686962,30563760.0,18097.17289352417,0.6738188865128905
0.0,4.0,0.0,14.0,medium,group,0.0,zeros,32.0,0.0040257946564444,19062593.0,27156.466643333435,0.4738926864811219
0.0,4.0,0.0,19.0,medium,group,0.0,zeros,32.0,0.001254856825176,630354.0,23327.15224838257,0.6712179258465767
0.0,4.0,0.0,31.0,medium,group,0.0,replicate,32.0,0.0072773085220017,101979887.0,20098.29931926728,0.6205354033736512
0.0,4.0,0.0,20.0,narrow,none,0.0,zeros,64.0,0.0049864021274136,31093935.0,24516.664340019222,0.5656131884315982
0.0,4.0,0.0,20.0,narrow,none,0.0,zeros,64.0,0.0042481878713558,22838020.0,23393.642990112305,0.6073502417420968
0.0,4.0,0.0,15.0,narrow,none,0.0,zeros,64.0,0.0077462157840445,52637594.0,28714.25931119919,0.569173225783743
0.0,4.0,0.0,25.0,medium,instance,0.0,zeros,64.0,0.0024386708386589,42386102.0,25717.319791793823,0.5560403481358662
0.0,4.0,0.0,23.0,medium,instance,0.0,zeros,64.0,0.0046905758248129,39134011.0,24484.324308395386,0.5305052153998986
0.0,4.0,0.0,27.0,wide,none,0.0,replicate,32.0,0.0028712666238875,39261564.0,21719.413046836853,0.6688975640572608
0.0,3.0,0.0,17.0,medium,instance,0.0,zeros,32.0,0.0082328439107214,28689642.0,27088.052925109863,0.6265759789384902
0.0,3.0,0.0,30.0,medium,instance,0.0,zeros,32.0,0.0060952404985429,121314221.0,22821.20369720459,0.6676370745990425
0.0,4.0,0.0,10.0,medium,group,0.0,replicate,32.0,0.0017483094744907,484841.0,18334.72447824478,0.696248158114031
0.0,3.0,0.0,31.0,medium,instance,0.0,zeros,32.0,0.0059898561345946,127113317.0,24043.562622070312,0.6193324603373185
0.0,3.0,0.0,30.0,medium,instance,0.0,zeros,32.0,0.0056716444765853,104206130.0,23214.31520843506,0.6426875027827919
