SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
0.0,4.0,2.0,15.0,wide,group,0.0,replicate,32.0,0.0026746697057406,38817541.0,218.7940919399261,0.0212093764504288
0.0,3.0,0.0,29.0,narrow,instance,0.0,zeros,256.0,0.003607063497857,1037581.0,258.5548858642578,0.0111755024857842
0.0,3.0,0.0,20.0,medium,instance,0.0,replicate,256.0,0.0006677444086294,17433999.0,224.6155555844307,0.040423244527119
1.0,3.0,2.0,33.0,narrow,instance,0.0,zeros,128.0,0.0005410486854398,1952914.0,190.3023227155209,0.0424343414815666
1.0,3.0,0.0,15.0,wide,group,0.0,replicate,64.0,0.0003496695077222,155324.0,152.87498077750206,0.2425932241803821
0.0,4.0,0.0,28.0,wide,group,0.0,zeros,64.0,0.0009522766810633,1779562.0,125.75605180859566,0.5147817079123342
1.0,4.0,0.0,10.0,wide,group,0.0,replicate,64.0,0.0002652005017531,258027.0,189.03258955478668,0.2077413068036548
1.0,3.0,0.0,24.0,wide,group,0.0,replicate,64.0,0.0002641805312754,960661.0,178.87717843055725,0.2139770432549994
1.0,4.0,0.0,25.0,wide,group,0.0,replicate,64.0,0.001207764600663,12643309.0,156.368569791317,0.2376324917786405
0.0,4.0,0.0,28.0,wide,group,0.0,zeros,32.0,0.0015288564531823,6852668.0,117.78846880793571,0.6445140205323696
0.0,4.0,0.0,30.0,wide,none,0.0,zeros,32.0,0.0001260855317758,1863598.0,722.5860477089882,0.1016688052332028
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0004527828831928,2554588.0,88.98463501036167,0.7342554533388466
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0004656488330695,2994365.0,71.83079063892365,0.7786230560159311
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001839992477068,3560613.0,87.99576711654663,0.7201461007352918
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001879740036205,3792443.0,101.53564617037772,0.6997695268364623
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001709999085764,12114539.0,73.09664636850357,0.7360951331647811
0.0,4.0,0.0,15.0,medium,group,0.0,zeros,32.0,0.0002018249232644,4844072.0,64.20614567399025,0.7546076897706371
0.0,4.0,2.0,18.0,wide,group,0.0,zeros,32.0,0.0001607611535453,8321819.0,93.52623733878136,0.7088116342201829
0.0,4.0,0.0,20.0,wide,group,0.0,zeros,32.0,0.0003626609855723,1497898.0,77.31476034224033,0.7069464969681576
0.0,4.0,2.0,16.0,wide,instance,0.0,zeros,32.0,0.0003510687524778,38483191.0,88.0285962074995,0.7446716924896464
0.0,4.0,0.0,14.0,medium,group,0.0,zeros,32.0,0.0001251596205124,5593225.0,90.88702696561812,0.746931764530018
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001638341376498,13833494.0,85.1014749109745,0.7115344078047201
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001677647850604,12961120.0,70.98430079221725,0.7342409864068031
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001301697703145,16900871.0,101.13086701929568,0.6596463741734624
0.0,4.0,0.0,15.0,wide,group,0.0,zeros,32.0,0.000182356757237,8524422.0,99.12928664684296,0.7044826609708252
0.0,3.0,0.0,19.0,wide,group,0.0,zeros,32.0,0.0003144263201505,3723039.0,96.82365256547928,0.7572838495252654
0.0,4.0,0.0,18.0,medium,group,0.0,replicate,32.0,0.0003094329712941,6295853.0,97.5264155715704,0.7338580300565809
0.0,4.0,0.0,20.0,wide,group,0.0,zeros,32.0,0.0003720687916785,1706776.0,72.15494580566883,0.7437821286730468
0.0,4.0,2.0,15.0,medium,group,0.0,zeros,32.0,0.0005848360367034,4425073.0,92.83540078997612,0.7038976162439212
0.0,4.0,0.0,20.0,wide,group,0.0,zeros,32.0,0.0001807407787504,654335.0,100.61364364624023,0.7061160843586549
0.0,3.0,0.0,19.0,narrow,instance,0.0,zeros,32.0,0.0005370857331822,8320946.0,89.74465881288052,0.7453179215081036
0.0,4.0,0.0,15.0,wide,group,0.0,zeros,32.0,0.0001977331484231,1601294.0,95.48475368320942,0.6616393184522167
0.0,4.0,2.0,19.0,wide,instance,0.0,zeros,32.0,0.0003451657476381,49280635.0,102.78630097210409,0.7319992111297324
0.0,4.0,2.0,18.0,wide,instance,0.0,zeros,32.0,0.0001600888568439,34489958.0,102.45082932710648,0.6926769012934528
0.0,4.0,0.0,20.0,narrow,group,0.0,zeros,32.0,0.0005329480661439,48017486.0,77.73318154551089,0.7588852677727118
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0003956290802413,25041765.0,71.78172288835049,0.7083980261813849
0.0,4.0,0.0,14.0,medium,group,0.0,zeros,32.0,0.0001972041952524,5189266.0,101.7917751520872,0.731900600483641
0.0,4.0,0.0,16.0,wide,none,0.0,zeros,32.0,0.0001757388497572,2371942.0,95.93656250834464,0.5888432374922559
0.0,3.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.000287114293821,1164049.0,88.3555857539177,0.695597427955363
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0003299163572266,915457.0,120.00782798230648,0.6948537659773137
0.0,4.0,0.0,15.0,medium,group,0.0,zeros,32.0,0.0004904303134102,20298436.0,96.44420972466467,0.6573836326463152
0.0,4.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.0001569741881876,8621703.0,59.305915139615536,0.7518317493377253
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001191463992536,15193453.0,79.50503815710545,0.7670601748395711
0.0,4.0,0.0,31.0,wide,group,0.0,zeros,32.0,0.0001196699704397,31556140.0,125.41163233295084,0.5662663008915843
0.0,4.0,0.0,30.0,wide,group,0.0,zeros,32.0,0.0001288511484744,29140337.0,90.2088431417942,0.7354050773428753
0.0,4.0,0.0,27.0,wide,group,0.0,zeros,32.0,0.0001009003207975,28979505.0,98.95016257837416,0.6872692962642759
0.0,4.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.0001425576867588,13783510.0,91.63980007171632,0.7060922812670469
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001247501021994,10120729.0,91.60526697337627,0.7025991468690336
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.000128774462192,10510280.0,104.14398750662804,0.7383229316910729
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001329058696608,7834844.0,65.8713329732418,0.7545437571534421
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001233198333108,10350290.0,93.32511162757874,0.7466999118914828
0.0,4.0,0.0,19.0,wide,group,0.0,zeros,32.0,0.0001875376546356,12938194.0,65.36979358643293,0.7628111185040325
0.0,4.0,0.0,34.0,wide,group,0.0,zeros,32.0,0.0001546890380808,54952436.0,80.13816925138235,0.5811830618767999
0.0,4.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.0001307463581871,6279467.0,93.2498460561037,0.7167773358523846
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001675830408995,15470917.0,57.07289433479309,0.7810246755834669
0.0,4.0,0.0,17.0,wide,group,0.0,zeros,32.0,0.0001268828249265,3035843.0,88.7255661636591,0.7263083963553072
0.0,4.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.0001182709071557,9792566.0,82.996721804142,0.6994598344899714
0.0,4.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.0001169403607429,11420728.0,103.7417883425951,0.7077078558504581
0.0,4.0,0.0,16.0,wide,group,0.0,zeros,32.0,0.0001517627597055,9931378.0,83.62699213624,0.7492294592084363
0.0,4.0,0.0,16.0,narrow,group,0.0,zeros,32.0,0.0001721617391624,26038264.0,56.797567784786224,0.7802259334130213
