SI_dropout,SI_exp_kernel,SI_gen_fill,SI_gen_hidden_dim,SI_gen_neck,SI_layer_norm,SI_normalize,SI_pad_mode,batch_size,gen_lr,num_params,MSE,SSIM
1.0,3.0,0.0,31.0,narrow,instance,0.0,zeros,256.0,0.0039464016245287,3955250.0,131.46389111876488,0.5508914160600398
0.0,4.0,0.0,30.0,medium,none,0.0,zeros,128.0,0.0002242932533186,24163551.0,2736.285875439644,0.1810394694184651
0.0,3.0,0.0,23.0,narrow,instance,0.0,replicate,256.0,0.0005918780440521,88092226.0,114.58280915021896,0.4708277953429842
1.0,3.0,0.0,34.0,narrow,instance,0.0,zeros,256.0,0.0004165869416573,116977133.0,113.96222066879272,0.4999694745056331
0.0,3.0,0.0,27.0,narrow,none,0.0,replicate,64.0,0.0012596300303328,1251696.0,107.7759708315134,0.7395069684134796
0.0,3.0,0.0,16.0,narrow,none,0.0,replicate,32.0,0.0008836963236606,26657813.0,104.66701654996724,0.428514621919021
0.0,3.0,0.0,34.0,narrow,instance,0.0,replicate,128.0,0.0020762587637171,5992953.0,144.6367826461792,0.4121966478014656
1.0,3.0,0.0,22.0,narrow,instance,0.0,zeros,256.0,0.003663706515459,1301216.0,129.95712333917618,0.5570456806453876
0.0,3.0,0.0,27.0,narrow,instance,0.0,replicate,64.0,0.0019189694889616,1682247.0,97.8705304414034,0.727234001737088
0.0,3.0,0.0,19.0,narrow,instance,0.0,replicate,32.0,0.0018437927902678,9421436.0,129.63031718879938,0.5393083465605741
0.0,3.0,0.0,16.0,narrow,instance,0.0,replicate,32.0,0.0015974278476266,542235.0,92.0863009095192,0.730701933032833
0.0,3.0,0.0,14.0,narrow,instance,0.0,replicate,32.0,0.0015047991274654,436616.0,93.238211363554,0.7322034911485389
0.0,4.0,0.0,15.0,narrow,instance,0.0,replicate,64.0,0.0015486312047346,1053574.0,68.99832364916801,0.6843000625958666
0.0,4.0,0.0,11.0,narrow,instance,0.0,replicate,32.0,0.0009833494441221,964460.0,103.27768895030022,0.7004304277943447
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.0010667081607519,378029.0,95.0869536101818,0.6973213122573725
0.0,4.0,0.0,12.0,narrow,instance,0.0,replicate,32.0,0.0015277607125398,273941.0,80.34885731339455,0.7370243585901335
0.0,4.0,0.0,15.0,narrow,instance,0.0,replicate,64.0,0.0022549307627347,294187.0,89.91592851281166,0.7363496717298403
0.0,3.0,0.0,14.0,narrow,instance,0.0,zeros,128.0,0.0017161835596436,7118279.0,128.87079791724682,0.645285043225158
1.0,3.0,0.0,20.0,wide,instance,0.0,replicate,32.0,0.0012442069956955,4314617.0,86.15533378720284,0.502034190145423
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.0010443366275775,388693.0,84.91963550448418,0.7353811643552035
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.001322588872078,301301.0,116.52516894042492,0.7056391894584522
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.0013648950916722,308240.0,93.15831685066225,0.7083116739522666
0.0,4.0,0.0,11.0,narrow,instance,0.0,replicate,32.0,0.001756215798118,847508.0,79.65465286374092,0.7535413182340562
0.0,3.0,0.0,25.0,medium,group,0.0,replicate,32.0,0.0005047452680412,854683.0,101.04936414957048,0.6903866283246316
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.0010200364029832,407412.0,124.1021797657013,0.6338823988626245
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.0010901064104137,363484.0,125.5307756215334,0.7035217956872657
0.0,4.0,0.0,11.0,narrow,instance,0.0,replicate,32.0,0.0013622160185612,223979.0,75.0842385739088,0.7160770334739937
0.0,4.0,0.0,10.0,narrow,instance,0.0,replicate,32.0,0.0009124889380368,588290.0,89.18299172818661,0.7559119061334059
0.0,4.0,0.0,23.0,narrow,instance,0.0,zeros,64.0,0.0009527630085185,1020246.0,105.21890026330948,0.6977027871180326
0.0,4.0,0.0,25.0,narrow,instance,0.0,zeros,64.0,0.0009563453574784,1124643.0,108.63810877501965,0.570041825514636
0.0,4.0,0.0,29.0,narrow,instance,0.0,zeros,64.0,0.0017261306611469,2083991.0,83.77424138784409,0.686633832519874
0.0,4.0,0.0,26.0,narrow,instance,0.0,zeros,64.0,0.0011647735472496,975374.0,73.11257037520409,0.7212842398439534
0.0,4.0,0.0,26.0,narrow,group,0.0,replicate,64.0,0.0009355215298064,996348.0,99.25132641196252,0.6855399920605123
0.0,4.0,0.0,25.0,narrow,instance,0.0,zeros,64.0,0.0009334007965468,1165217.0,105.82224000990392,0.6948569666128606
